packet_id,packet_type,source_gui,dest_gui,path,hop_count,started_at,delivered_at,delay
4980,SENSOR_DATA,11,1,11->1,1,876.999538,876.999617,0.000079
4989,SENSOR_DATA,2,1,2->1,1,877.907825,877.907891,0.000066
4988,SENSOR_DATA,12,1,12->11->1,2,877.907773,877.907899,0.000125
4997,SENSOR_DATA,3,1,3->2->1,2,878.527649,878.527781,0.000132
4998,SENSOR_DATA,22,1,22->11->1,2,878.607701,878.607863,0.000162
5014,SENSOR_DATA,13,1,13->23->22->11->1,4,880.598362,880.598671,0.000309
5029,SENSOR_DATA,10,1,10->0->1,2,882.081586,882.081765,0.000179
5035,SENSOR_DATA,33,1,33->32->22->11->1,4,882.598748,882.599067,0.000319
5038,SENSOR_DATA,23,1,23->22->11->1,3,882.787308,882.787542,0.000234
5059,SENSOR_DATA,0,1,0->1,1,884.741474,884.741564,0.000090
5076,SENSOR_DATA,32,1,32->22->11->1,3,886.965071,886.965310,0.000239
5078,SENSOR_DATA,11,1,11->1,1,886.999538,886.999617,0.000079
5087,SENSOR_DATA,2,1,2->1,1,887.907825,887.907891,0.000066
5086,SENSOR_DATA,12,1,12->11->1,2,887.907773,887.907899,0.000125
5095,SENSOR_DATA,3,1,3->2->1,2,888.527649,888.527781,0.000132
5096,SENSOR_DATA,22,1,22->11->1,2,888.607701,888.607863,0.000162
5112,SENSOR_DATA,13,1,13->23->22->11->1,4,890.598362,890.598671,0.000309
5127,SENSOR_DATA,10,1,10->0->1,2,892.081586,892.081765,0.000179
5133,SENSOR_DATA,33,1,33->32->22->11->1,4,892.598748,892.599067,0.000319
5136,SENSOR_DATA,23,1,23->22->11->1,3,892.787308,892.787542,0.000234
5157,SENSOR_DATA,0,1,0->1,1,894.741474,894.741564,0.000090
5174,SENSOR_DATA,32,1,32->22->11->1,3,896.965071,896.965310,0.000239
5176,SENSOR_DATA,11,1,11->1,1,896.999538,896.999617,0.000079
5185,SENSOR_DATA,2,1,2->1,1,897.907825,897.907891,0.000066
5184,SENSOR_DATA,12,1,12->11->1,2,897.907773,897.907899,0.000125
5193,SENSOR_DATA,3,1,3->2->1,2,898.527649,898.527781,0.000132
5194,SENSOR_DATA,22,1,22->11->1,2,898.607701,898.607863,0.000162
5210,SENSOR_DATA,13,1,13->23->22->11->1,4,900.598362,900.598671,0.000309
5225,SENSOR_DATA,10,1,10->0->1,2,902.081586,902.081765,0.000179
5231,SENSOR_DATA,33,1,33->32->22->11->1,4,902.598748,902.599067,0.000319
5234,SENSOR_DATA,23,1,23->22->11->1,3,902.787308,902.787542,0.000234
5255,SENSOR_DATA,0,1,0->1,1,904.741474,904.741564,0.000090
5272,SENSOR_DATA,32,1,32->22->11->1,3,906.965071,906.965310,0.000239
5274,SENSOR_DATA,11,1,11->1,1,906.999538,906.999617,0.000079
5283,SENSOR_DATA,2,1,2->1,1,907.907825,907.907891,0.000066
5282,SENSOR_DATA,12,1,12->11->1,2,907.907773,907.907899,0.000125
5291,SENSOR_DATA,3,1,3->2->1,2,908.527649,908.527781,0.000132
5292,SENSOR_DATA,22,1,22->11->1,2,908.607701,908.607863,0.000162
5308,SENSOR_DATA,13,1,13->23->22->11->1,4,910.598362,910.598671,0.000309
5323,SENSOR_DATA,10,1,10->0->1,2,912.081586,912.081765,0.000179
5329,SENSOR_DATA,33,1,33->32->22->11->1,4,912.598748,912.599067,0.000319
5332,SENSOR_DATA,23,1,23->22->11->1,3,912.787308,912.787542,0.000234
5353,SENSOR_DATA,0,1,0->1,1,914.741474,914.741564,0.000090
5370,SENSOR_DATA,32,1,32->22->11->1,3,916.965071,916.965310,0.000239
5372,SENSOR_DATA,11,1,11->1,1,916.999538,916.999617,0.000079
5381,SENSOR_DATA,2,1,2->1,1,917.907825,917.907891,0.000066
5380,SENSOR_DATA,12,1,12->11->1,2,917.907773,917.907899,0.000125
5389,SENSOR_DATA,3,1,3->2->1,2,918.527649,918.527781,0.000132
5390,SENSOR_DATA,22,1,22->11->1,2,918.607701,918.607863,0.000162
5406,SENSOR_DATA,13,1,13->23->22->11->1,4,920.598362,920.598671,0.000309
5421,SENSOR_DATA,10,1,10->0->1,2,922.081586,922.081765,0.000179
5427,SENSOR_DATA,33,1,33->32->22->11->1,4,922.598748,922.599067,0.000319
5430,SENSOR_DATA,23,1,23->22->11->1,3,922.787308,922.787542,0.000234
5451,SENSOR_DATA,0,1,0->1,1,924.741474,924.741564,0.000090
5468,SENSOR_DATA,32,1,32->22->11->1,3,926.965071,926.965310,0.000239
5470,SENSOR_DATA,11,1,11->1,1,926.999538,926.999617,0.000079
5479,SENSOR_DATA,2,1,2->1,1,927.907825,927.907891,0.000066
5478,SENSOR_DATA,12,1,12->11->1,2,927.907773,927.907899,0.000125
5487,SENSOR_DATA,3,1,3->2->1,2,928.527649,928.527781,0.000132
5488,SENSOR_DATA,22,1,22->11->1,2,928.607701,928.607863,0.000162
5504,SENSOR_DATA,13,1,13->23->22->11->1,4,930.598362,930.598671,0.000309
5519,SENSOR_DATA,10,1,10->0->1,2,932.081586,932.081765,0.000179
5525,SENSOR_DATA,33,1,33->32->22->11->1,4,932.598748,932.599067,0.000319
5528,SENSOR_DATA,23,1,23->22->11->1,3,932.787308,932.787542,0.000234
5549,SENSOR_DATA,0,1,0->1,1,934.741474,934.741564,0.000090
5566,SENSOR_DATA,32,1,32->22->11->1,3,936.965071,936.965310,0.000239
5568,SENSOR_DATA,11,1,11->1,1,936.999538,936.999617,0.000079
5577,SENSOR_DATA,2,1,2->1,1,937.907825,937.907891,0.000066
5576,SENSOR_DATA,12,1,12->11->1,2,937.907773,937.907899,0.000125
5585,SENSOR_DATA,3,1,3->2->1,2,938.527649,938.527781,0.000132
5586,SENSOR_DATA,22,1,22->11->1,2,938.607701,938.607863,0.000162
5602,SENSOR_DATA,13,1,13->23->22->11->1,4,940.598362,940.598671,0.000309
5617,SENSOR_DATA,10,1,10->0->1,2,942.081586,942.081765,0.000179
5623,SENSOR_DATA,33,1,33->32->22->11->1,4,942.598748,942.599067,0.000319
5626,SENSOR_DATA,23,1,23->22->11->1,3,942.787308,942.787542,0.000234
5647,SENSOR_DATA,0,1,0->1,1,944.741474,944.741564,0.000090
5664,SENSOR_DATA,32,1,32->22->11->1,3,946.965071,946.965310,0.000239
5666,SENSOR_DATA,11,1,11->1,1,946.999538,946.999617,0.000079
5675,SENSOR_DATA,2,1,2->1,1,947.907825,947.907891,0.000066
5674,SENSOR_DATA,12,1,12->11->1,2,947.907773,947.907899,0.000125
5683,SENSOR_DATA,3,1,3->2->1,2,948.527649,948.527781,0.000132
5684,SENSOR_DATA,22,1,22->11->1,2,948.607701,948.607863,0.000162
5700,SENSOR_DATA,13,1,13->23->22->11->1,4,950.598362,950.598671,0.000309
5715,SENSOR_DATA,10,1,10->0->1,2,952.081586,952.081765,0.000179
5721,SENSOR_DATA,33,1,33->32->22->11->1,4,952.598748,952.599067,0.000319
5724,SENSOR_DATA,23,1,23->22->11->1,3,952.787308,952.787542,0.000234
5745,SENSOR_DATA,0,1,0->1,1,954.741474,954.741564,0.000090
5762,SENSOR_DATA,32,1,32->22->11->1,3,956.965071,956.965310,0.000239
5764,SENSOR_DATA,11,1,11->1,1,956.999538,956.999617,0.000079
5773,SENSOR_DATA,2,1,2->1,1,957.907825,957.907891,0.000066
5772,SENSOR_DATA,12,1,12->11->1,2,957.907773,957.907899,0.000125
5781,SENSOR_DATA,3,1,3->2->1,2,958.527649,958.527781,0.000132
5782,SENSOR_DATA,22,1,22->11->1,2,958.607701,958.607863,0.000162
5798,SENSOR_DATA,13,1,13->23->22->11->1,4,960.598362,960.598671,0.000309
5813,SENSOR_DATA,10,1,10->0->1,2,962.081586,962.081765,0.000179
5819,SENSOR_DATA,33,1,33->32->22->11->1,4,962.598748,962.599067,0.000319
5822,SENSOR_DATA,23,1,23->22->11->1,3,962.787308,962.787542,0.000234
5843,SENSOR_DATA,0,1,0->1,1,964.741474,964.741564,0.000090
5860,SENSOR_DATA,32,1,32->22->11->1,3,966.965071,966.965310,0.000239
5862,SENSOR_DATA,11,1,11->1,1,966.999538,966.999617,0.000079
5871,SENSOR_DATA,2,1,2->1,1,967.907825,967.907891,0.000066
5870,SENSOR_DATA,12,1,12->11->1,2,967.907773,967.907899,0.000125
5879,SENSOR_DATA,3,1,3->2->1,2,968.527649,968.527781,0.000132
5880,SENSOR_DATA,22,1,22->11->1,2,968.607701,968.607863,0.000162
5896,SENSOR_DATA,13,1,13->23->22->11->1,4,970.598362,970.598671,0.000309
5911,SENSOR_DATA,10,1,10->0->1,2,972.081586,972.081765,0.000179
5917,SENSOR_DATA,33,1,33->32->22->11->1,4,972.598748,972.599067,0.000319
5920,SENSOR_DATA,23,1,23->22->11->1,3,972.787308,972.787542,0.000234
5941,SENSOR_DATA,0,1,0->1,1,974.741474,974.741564,0.000090
5958,SENSOR_DATA,32,1,32->22->11->1,3,976.965071,976.965310,0.000239
5960,SENSOR_DATA,11,1,11->1,1,976.999538,976.999617,0.000079
5969,SENSOR_DATA,2,1,2->1,1,977.907825,977.907891,0.000066
5968,SENSOR_DATA,12,1,12->11->1,2,977.907773,977.907899,0.000125
5977,SENSOR_DATA,3,1,3->2->1,2,978.527649,978.527781,0.000132
5978,SENSOR_DATA,22,1,22->11->1,2,978.607701,978.607863,0.000162
5994,SENSOR_DATA,13,1,13->23->22->11->1,4,980.598362,980.598671,0.000309
6009,SENSOR_DATA,10,1,10->0->1,2,982.081586,982.081765,0.000179
6015,SENSOR_DATA,33,1,33->32->22->11->1,4,982.598748,982.599067,0.000319
6018,SENSOR_DATA,23,1,23->22->11->1,3,982.787308,982.787542,0.000234
6039,SENSOR_DATA,0,1,0->1,1,984.741474,984.741564,0.000090
6056,SENSOR_DATA,32,1,32->22->11->1,3,986.965071,986.965310,0.000239
6058,SENSOR_DATA,11,1,11->1,1,986.999538,986.999617,0.000079
6067,SENSOR_DATA,2,1,2->1,1,987.907825,987.907891,0.000066
6066,SENSOR_DATA,12,1,12->11->1,2,987.907773,987.907899,0.000125
6075,SENSOR_DATA,3,1,3->2->1,2,988.527649,988.527781,0.000132
6076,SENSOR_DATA,22,1,22->11->1,2,988.607701,988.607863,0.000162
6092,SENSOR_DATA,13,1,13->23->22->11->1,4,990.598362,990.598671,0.000309
6107,SENSOR_DATA,10,1,10->0->1,2,992.081586,992.081765,0.000179
6113,SENSOR_DATA,33,1,33->32->22->11->1,4,992.598748,992.599067,0.000319
6116,SENSOR_DATA,23,1,23->22->11->1,3,992.787308,992.787542,0.000234
6137,SENSOR_DATA,0,1,0->1,1,994.741474,994.741564,0.000090
6154,SENSOR_DATA,32,1,32->22->11->1,3,996.965071,996.965310,0.000239
6156,SENSOR_DATA,11,1,11->1,1,996.999538,996.999617,0.000079
6165,SENSOR_DATA,2,1,2->1,1,997.907825,997.907891,0.000066
6164,SENSOR_DATA,12,1,12->11->1,2,997.907773,997.907899,0.000125
6173,SENSOR_DATA,3,1,3->2->1,2,998.527649,998.527781,0.000132
6174,SENSOR_DATA,22,1,22->11->1,2,998.607701,998.607863,0.000162
6190,SENSOR_DATA,13,1,13->23->22->11->1,4,1000.598362,1000.598671,0.000309
6205,SENSOR_DATA,10,1,10->0->1,2,1002.081586,1002.081765,0.000179
6211,SENSOR_DATA,33,1,33->32->22->11->1,4,1002.598748,1002.599067,0.000319
6214,SENSOR_DATA,23,1,23->22->11->1,3,1002.787308,1002.787542,0.000234
6235,SENSOR_DATA,0,1,0->1,1,1004.741474,1004.741564,0.000090
6252,SENSOR_DATA,32,1,32->22->11->1,3,1006.965071,1006.965310,0.000239
6254,SENSOR_DATA,11,1,11->1,1,1006.999538,1006.999617,0.000079
6263,SENSOR_DATA,2,1,2->1,1,1007.907825,1007.907891,0.000066
6262,SENSOR_DATA,12,1,12->11->1,2,1007.907773,1007.907899,0.000125
6271,SENSOR_DATA,3,1,3->2->1,2,1008.527649,1008.527781,0.000132
6272,SENSOR_DATA,22,1,22->11->1,2,1008.607701,1008.607863,0.000162
6288,SENSOR_DATA,13,1,13->23->22->11->1,4,1010.598362,1010.598671,0.000309
6303,SENSOR_DATA,10,1,10->0->1,2,1012.081586,1012.081765,0.000179
6309,SENSOR_DATA,33,1,33->32->22->11->1,4,1012.598748,1012.599067,0.000319
6312,SENSOR_DATA,23,1,23->22->11->1,3,1012.787308,1012.787542,0.000234
6333,SENSOR_DATA,0,1,0->1,1,1014.741474,1014.741564,0.000090
6350,SENSOR_DATA,32,1,32->22->11->1,3,1016.965071,1016.965310,0.000239
6352,SENSOR_DATA,11,1,11->1,1,1016.999538,1016.999617,0.000079
6361,SENSOR_DATA,2,1,2->1,1,1017.907825,1017.907891,0.000066
6360,SENSOR_DATA,12,1,12->11->1,2,1017.907773,1017.907899,0.000125
6369,SENSOR_DATA,3,1,3->2->1,2,1018.527649,1018.527781,0.000132
6370,SENSOR_DATA,22,1,22->11->1,2,1018.607701,1018.607863,0.000162
6386,SENSOR_DATA,13,1,13->23->22->11->1,4,1020.598362,1020.598671,0.000309
6401,SENSOR_DATA,10,1,10->0->1,2,1022.081586,1022.081765,0.000179
6407,SENSOR_DATA,33,1,33->32->22->11->1,4,1022.598748,1022.599067,0.000319
6410,SENSOR_DATA,23,1,23->22->11->1,3,1022.787308,1022.787542,0.000234
6431,SENSOR_DATA,0,1,0->1,1,1024.741474,1024.741564,0.000090
6448,SENSOR_DATA,32,1,32->22->11->1,3,1026.965071,1026.965310,0.000239
6450,SENSOR_DATA,11,1,11->1,1,1026.999538,1026.999617,0.000079
6459,SENSOR_DATA,2,1,2->1,1,1027.907825,1027.907891,0.000066
6458,SENSOR_DATA,12,1,12->11->1,2,1027.907773,1027.907899,0.000125
6467,SENSOR_DATA,3,1,3->2->1,2,1028.527649,1028.527781,0.000132
6468,SENSOR_DATA,22,1,22->11->1,2,1028.607701,1028.607863,0.000162
6484,SENSOR_DATA,13,1,13->23->22->11->1,4,1030.598362,1030.598671,0.000309
6499,SENSOR_DATA,10,1,10->0->1,2,1032.081586,1032.081765,0.000179
6505,SENSOR_DATA,33,1,33->32->22->11->1,4,1032.598748,1032.599067,0.000319
6508,SENSOR_DATA,23,1,23->22->11->1,3,1032.787308,1032.787542,0.000234
6529,SENSOR_DATA,0,1,0->1,1,1034.741474,1034.741564,0.000090
6546,SENSOR_DATA,32,1,32->22->11->1,3,1036.965071,1036.965310,0.000239
6548,SENSOR_DATA,11,1,11->1,1,1036.999538,1036.999617,0.000079
6557,SENSOR_DATA,2,1,2->1,1,1037.907825,1037.907891,0.000066
6556,SENSOR_DATA,12,1,12->11->1,2,1037.907773,1037.907899,0.000125
6565,SENSOR_DATA,3,1,3->2->1,2,1038.527649,1038.527781,0.000132
6566,SENSOR_DATA,22,1,22->11->1,2,1038.607701,1038.607863,0.000162
6582,SENSOR_DATA,13,1,13->23->22->11->1,4,1040.598362,1040.598671,0.000309
6597,SENSOR_DATA,10,1,10->0->1,2,1042.081586,1042.081765,0.000179
6603,SENSOR_DATA,33,1,33->32->22->11->1,4,1042.598748,1042.599067,0.000319
6606,SENSOR_DATA,23,1,23->22->11->1,3,1042.787308,1042.787542,0.000234
6627,SENSOR_DATA,0,1,0->1,1,1044.741474,1044.741564,0.000090
6644,SENSOR_DATA,32,1,32->22->11->1,3,1046.965071,1046.965310,0.000239
6646,SENSOR_DATA,11,1,11->1,1,1046.999538,1046.999617,0.000079
6655,SENSOR_DATA,2,1,2->1,1,1047.907825,1047.907891,0.000066
6654,SENSOR_DATA,12,1,12->11->1,2,1047.907773,1047.907899,0.000125
6663,SENSOR_DATA,3,1,3->2->1,2,1048.527649,1048.527781,0.000132
6664,SENSOR_DATA,22,1,22->11->1,2,1048.607701,1048.607863,0.000162
6680,SENSOR_DATA,13,1,13->23->22->11->1,4,1050.598362,1050.598671,0.000309
6695,SENSOR_DATA,10,1,10->0->1,2,1052.081586,1052.081765,0.000179
6701,SENSOR_DATA,33,1,33->32->22->11->1,4,1052.598748,1052.599067,0.000319
6704,SENSOR_DATA,23,1,23->22->11->1,3,1052.787308,1052.787542,0.000234
6725,SENSOR_DATA,0,1,0->1,1,1054.741474,1054.741564,0.000090
6742,SENSOR_DATA,32,1,32->22->11->1,3,1056.965071,1056.965310,0.000239
6744,SENSOR_DATA,11,1,11->1,1,1056.999538,1056.999617,0.000079
6753,SENSOR_DATA,2,1,2->1,1,1057.907825,1057.907891,0.000066
6752,SENSOR_DATA,12,1,12->11->1,2,1057.907773,1057.907899,0.000125
6761,SENSOR_DATA,3,1,3->2->1,2,1058.527649,1058.527781,0.000132
6762,SENSOR_DATA,22,1,22->11->1,2,1058.607701,1058.607863,0.000162
6778,SENSOR_DATA,13,1,13->23->22->11->1,4,1060.598362,1060.598671,0.000309
6793,SENSOR_DATA,10,1,10->0->1,2,1062.081586,1062.081765,0.000179
6799,SENSOR_DATA,33,1,33->32->22->11->1,4,1062.598748,1062.599067,0.000319
6802,SENSOR_DATA,23,1,23->22->11->1,3,1062.787308,1062.787542,0.000234
6823,SENSOR_DATA,0,1,0->1,1,1064.741474,1064.741564,0.000090
6840,SENSOR_DATA,32,1,32->22->11->1,3,1066.965071,1066.965310,0.000239
6842,SENSOR_DATA,11,1,11->1,1,1066.999538,1066.999617,0.000079
6851,SENSOR_DATA,2,1,2->1,1,1067.907825,1067.907891,0.000066
6850,SENSOR_DATA,12,1,12->11->1,2,1067.907773,1067.907899,0.000125
6859,SENSOR_DATA,3,1,3->2->1,2,1068.527649,1068.527781,0.000132
6860,SENSOR_DATA,22,1,22->11->1,2,1068.607701,1068.607863,0.000162
6876,SENSOR_DATA,13,1,13->23->22->11->1,4,1070.598362,1070.598671,0.000309
6891,SENSOR_DATA,10,1,10->0->1,2,1072.081586,1072.081765,0.000179
6897,SENSOR_DATA,33,1,33->32->22->11->1,4,1072.598748,1072.599067,0.000319
6900,SENSOR_DATA,23,1,23->22->11->1,3,1072.787308,1072.787542,0.000234
6921,SENSOR_DATA,0,1,0->1,1,1074.741474,1074.741564,0.000090
6938,SENSOR_DATA,32,1,32->22->11->1,3,1076.965071,1076.965310,0.000239
6940,SENSOR_DATA,11,1,11->1,1,1076.999538,1076.999617,0.000079
6949,SENSOR_DATA,2,1,2->1,1,1077.907825,1077.907891,0.000066
6948,SENSOR_DATA,12,1,12->11->1,2,1077.907773,1077.907899,0.000125
6957,SENSOR_DATA,3,1,3->2->1,2,1078.527649,1078.527781,0.000132
6958,SENSOR_DATA,22,1,22->11->1,2,1078.607701,1078.607863,0.000162
6974,SENSOR_DATA,13,1,13->23->22->11->1,4,1080.598362,1080.598671,0.000309
6989,SENSOR_DATA,10,1,10->0->1,2,1082.081586,1082.081765,0.000179
6995,SENSOR_DATA,33,1,33->32->22->11->1,4,1082.598748,1082.599067,0.000319
6998,SENSOR_DATA,23,1,23->22->11->1,3,1082.787308,1082.787542,0.000234
7019,SENSOR_DATA,0,1,0->1,1,1084.741474,1084.741564,0.000090
7036,SENSOR_DATA,32,1,32->22->11->1,3,1086.965071,1086.965310,0.000239
7038,SENSOR_DATA,11,1,11->1,1,1086.999538,1086.999617,0.000079
7047,SENSOR_DATA,2,1,2->1,1,1087.907825,1087.907891,0.000066
7046,SENSOR_DATA,12,1,12->11->1,2,1087.907773,1087.907899,0.000125
7055,SENSOR_DATA,3,1,3->2->1,2,1088.527649,1088.527781,0.000132
7056,SENSOR_DATA,22,1,22->11->1,2,1088.607701,1088.607863,0.000162
7072,SENSOR_DATA,13,1,13->23->22->11->1,4,1090.598362,1090.598671,0.000309
7087,SENSOR_DATA,10,1,10->0->1,2,1092.081586,1092.081765,0.000179
7093,SENSOR_DATA,33,1,33->32->22->11->1,4,1092.598748,1092.599067,0.000319
7096,SENSOR_DATA,23,1,23->22->11->1,3,1092.787308,1092.787542,0.000234
7117,SENSOR_DATA,0,1,0->1,1,1094.741474,1094.741564,0.000090
7134,SENSOR_DATA,32,1,32->22->11->1,3,1096.965071,1096.965310,0.000239
7136,SENSOR_DATA,11,1,11->1,1,1096.999538,1096.999617,0.000079
7145,SENSOR_DATA,2,1,2->1,1,1097.907825,1097.907891,0.000066
7144,SENSOR_DATA,12,1,12->11->1,2,1097.907773,1097.907899,0.000125
7153,SENSOR_DATA,3,1,3->2->1,2,1098.527649,1098.527781,0.000132
7154,SENSOR_DATA,22,1,22->11->1,2,1098.607701,1098.607863,0.000162
7170,SENSOR_DATA,13,1,13->23->22->11->1,4,1100.598362,1100.598671,0.000309
7185,SENSOR_DATA,10,1,10->0->1,2,1102.081586,1102.081765,0.000179
7191,SENSOR_DATA,33,1,33->32->22->11->1,4,1102.598748,1102.599067,0.000319
7194,SENSOR_DATA,23,1,23->22->11->1,3,1102.787308,1102.787542,0.000234
7215,SENSOR_DATA,0,1,0->1,1,1104.741474,1104.741564,0.000090
7232,SENSOR_DATA,32,1,32->22->11->1,3,1106.965071,1106.965310,0.000239
7234,SENSOR_DATA,11,1,11->1,1,1106.999538,1106.999617,0.000079
7243,SENSOR_DATA,2,1,2->1,1,1107.907825,1107.907891,0.000066
7242,SENSOR_DATA,12,1,12->11->1,2,1107.907773,1107.907899,0.000125
7251,SENSOR_DATA,3,1,3->2->1,2,1108.527649,1108.527781,0.000132
7252,SENSOR_DATA,22,1,22->11->1,2,1108.607701,1108.607863,0.000162
7268,SENSOR_DATA,13,1,13->23->22->11->1,4,1110.598362,1110.598671,0.000309
7283,SENSOR_DATA,10,1,10->0->1,2,1112.081586,1112.081765,0.000179
7289,SENSOR_DATA,33,1,33->32->22->11->1,4,1112.598748,1112.599067,0.000319
7292,SENSOR_DATA,23,1,23->22->11->1,3,1112.787308,1112.787542,0.000234
7313,SENSOR_DATA,0,1,0->1,1,1114.741474,1114.741564,0.000090
7330,SENSOR_DATA,32,1,32->22->11->1,3,1116.965071,1116.965310,0.000239
7332,SENSOR_DATA,11,1,11->1,1,1116.999538,1116.999617,0.000079
7341,SENSOR_DATA,2,1,2->1,1,1117.907825,1117.907891,0.000066
7340,SENSOR_DATA,12,1,12->11->1,2,1117.907773,1117.907899,0.000125
7349,SENSOR_DATA,3,1,3->2->1,2,1118.527649,1118.527781,0.000132
7350,SENSOR_DATA,22,1,22->11->1,2,1118.607701,1118.607863,0.000162
7366,SENSOR_DATA,13,1,13->23->22->11->1,4,1120.598362,1120.598671,0.000309
7381,SENSOR_DATA,10,1,10->0->1,2,1122.081586,1122.081765,0.000179
7387,SENSOR_DATA,33,1,33->32->22->11->1,4,1122.598748,1122.599067,0.000319
7390,SENSOR_DATA,23,1,23->22->11->1,3,1122.787308,1122.787542,0.000234
7411,SENSOR_DATA,0,1,0->1,1,1124.741474,1124.741564,0.000090
7428,SENSOR_DATA,32,1,32->22->11->1,3,1126.965071,1126.965310,0.000239
7430,SENSOR_DATA,11,1,11->1,1,1126.999538,1126.999617,0.000079
7439,SENSOR_DATA,2,1,2->1,1,1127.907825,1127.907891,0.000066
7438,SENSOR_DATA,12,1,12->11->1,2,1127.907773,1127.907899,0.000125
7447,SENSOR_DATA,3,1,3->2->1,2,1128.527649,1128.527781,0.000132
7448,SENSOR_DATA,22,1,22->11->1,2,1128.607701,1128.607863,0.000162
7464,SENSOR_DATA,13,1,13->23->22->11->1,4,1130.598362,1130.598671,0.000309
7479,SENSOR_DATA,10,1,10->0->1,2,1132.081586,1132.081765,0.000179
7485,SENSOR_DATA,33,1,33->32->22->11->1,4,1132.598748,1132.599067,0.000319
7488,SENSOR_DATA,23,1,23->22->11->1,3,1132.787308,1132.787542,0.000234
7509,SENSOR_DATA,0,1,0->1,1,1134.741474,1134.741564,0.000090
7526,SENSOR_DATA,32,1,32->22->11->1,3,1136.965071,1136.965310,0.000239
7528,SENSOR_DATA,11,1,11->1,1,1136.999538,1136.999617,0.000079
7537,SENSOR_DATA,2,1,2->1,1,1137.907825,1137.907891,0.000066
7536,SENSOR_DATA,12,1,12->11->1,2,1137.907773,1137.907899,0.000125
7545,SENSOR_DATA,3,1,3->2->1,2,1138.527649,1138.527781,0.000132
7546,SENSOR_DATA,22,1,22->11->1,2,1138.607701,1138.607863,0.000162
7562,SENSOR_DATA,13,1,13->23->22->11->1,4,1140.598362,1140.598671,0.000309
7577,SENSOR_DATA,10,1,10->0->1,2,1142.081586,1142.081765,0.000179
7583,SENSOR_DATA,33,1,33->32->22->11->1,4,1142.598748,1142.599067,0.000319
7586,SENSOR_DATA,23,1,23->22->11->1,3,1142.787308,1142.787542,0.000234
7607,SENSOR_DATA,0,1,0->1,1,1144.741474,1144.741564,0.000090
7624,SENSOR_DATA,32,1,32->22->11->1,3,1146.965071,1146.965310,0.000239
7626,SENSOR_DATA,11,1,11->1,1,1146.999538,1146.999617,0.000079
7635,SENSOR_DATA,2,1,2->1,1,1147.907825,1147.907891,0.000066
7634,SENSOR_DATA,12,1,12->11->1,2,1147.907773,1147.907899,0.000125
7643,SENSOR_DATA,3,1,3->2->1,2,1148.527649,1148.527781,0.000132
7644,SENSOR_DATA,22,1,22->11->1,2,1148.607701,1148.607863,0.000162
7660,SENSOR_DATA,13,1,13->23->22->11->1,4,1150.598362,1150.598671,0.000309
7675,SENSOR_DATA,10,1,10->0->1,2,1152.081586,1152.081765,0.000179
7681,SENSOR_DATA,33,1,33->32->22->11->1,4,1152.598748,1152.599067,0.000319
7684,SENSOR_DATA,23,1,23->22->11->1,3,1152.787308,1152.787542,0.000234
7705,SENSOR_DATA,0,1,0->1,1,1154.741474,1154.741564,0.000090
7722,SENSOR_DATA,32,1,32->22->11->1,3,1156.965071,1156.965310,0.000239
7724,SENSOR_DATA,11,1,11->1,1,1156.999538,1156.999617,0.000079
7733,SENSOR_DATA,2,1,2->1,1,1157.907825,1157.907891,0.000066
7732,SENSOR_DATA,12,1,12->11->1,2,1157.907773,1157.907899,0.000125
7741,SENSOR_DATA,3,1,3->2->1,2,1158.527649,1158.527781,0.000132
7742,SENSOR_DATA,22,1,22->11->1,2,1158.607701,1158.607863,0.000162
7758,SENSOR_DATA,13,1,13->23->22->11->1,4,1160.598362,1160.598671,0.000309
7773,SENSOR_DATA,10,1,10->0->1,2,1162.081586,1162.081765,0.000179
7779,SENSOR_DATA,33,1,33->32->22->11->1,4,1162.598748,1162.599067,0.000319
7782,SENSOR_DATA,23,1,23->22->11->1,3,1162.787308,1162.787542,0.000234
7803,SENSOR_DATA,0,1,0->1,1,1164.741474,1164.741564,0.000090
7820,SENSOR_DATA,32,1,32->22->11->1,3,1166.965071,1166.965310,0.000239
7822,SENSOR_DATA,11,1,11->1,1,1166.999538,1166.999617,0.000079
7831,SENSOR_DATA,2,1,2->1,1,1167.907825,1167.907891,0.000066
7830,SENSOR_DATA,12,1,12->11->1,2,1167.907773,1167.907899,0.000125
7839,SENSOR_DATA,3,1,3->2->1,2,1168.527649,1168.527781,0.000132
7840,SENSOR_DATA,22,1,22->11->1,2,1168.607701,1168.607863,0.000162
7856,SENSOR_DATA,13,1,13->23->22->11->1,4,1170.598362,1170.598671,0.000309
7871,SENSOR_DATA,10,1,10->0->1,2,1172.081586,1172.081765,0.000179
7877,SENSOR_DATA,33,1,33->32->22->11->1,4,1172.598748,1172.599067,0.000319
7880,SENSOR_DATA,23,1,23->22->11->1,3,1172.787308,1172.787542,0.000234
7901,SENSOR_DATA,0,1,0->1,1,1174.741474,1174.741564,0.000090
7918,SENSOR_DATA,32,1,32->22->11->1,3,1176.965071,1176.965310,0.000239
7920,SENSOR_DATA,11,1,11->1,1,1176.999538,1176.999617,0.000079
7929,SENSOR_DATA,2,1,2->1,1,1177.907825,1177.907891,0.000066
7928,SENSOR_DATA,12,1,12->11->1,2,1177.907773,1177.907899,0.000125
7937,SENSOR_DATA,3,1,3->2->1,2,1178.527649,1178.527781,0.000132
