packet_id,packet_type,source_gui,dest_gui,path,hop_count,started_at,delivered_at,delay
1,SENSOR_DATA,11,1,11->1,1,76.999538,76.999617,0.000079
2,SENSOR_DATA,11,1,11->1,1,86.999538,86.999617,0.000079
3,SENSOR_DATA,0,1,0->1,1,94.741474,94.741564,0.000090
4,SENSOR_DATA,11,1,11->1,1,96.999538,96.999617,0.000079
5,SENSOR_DATA,2,1,2->1,1,97.907825,97.907891,0.000066
6,SENSOR_DATA,0,1,0->1,1,104.741474,104.741564,0.000090
7,SENSOR_DATA,11,1,11->1,1,106.999538,106.999617,0.000079
8,SENSOR_DATA,2,1,2->1,1,107.907825,107.907891,0.000066
9,SENSOR_DATA,0,1,0->1,1,114.741474,114.741564,0.000090
10,SENSOR_DATA,11,1,11->1,1,116.999538,116.999617,0.000079
11,SENSOR_DATA,2,1,2->1,1,117.907825,117.907891,0.000066
12,SENSOR_DATA,22,1,22->11->1,2,118.607701,118.607863,0.000162
13,SENSOR_DATA,0,1,0->1,1,124.741474,124.741564,0.000090
14,SENSOR_DATA,11,1,11->1,1,126.999538,126.999617,0.000079
15,SENSOR_DATA,2,1,2->1,1,127.907825,127.907891,0.000066
16,SENSOR_DATA,22,1,22->11->1,2,128.607701,128.607863,0.000162
19,SENSOR_DATA,0,1,0->1,1,134.741474,134.741564,0.000090
21,SENSOR_DATA,11,1,11->1,1,136.999538,136.999617,0.000079
23,SENSOR_DATA,2,1,2->1,1,137.907825,137.907891,0.000066
22,SENSOR_DATA,12,1,12->11->1,2,137.907773,137.907899,0.000125
24,SENSOR_DATA,22,1,22->11->1,2,138.607701,138.607863,0.000162
25,SENSOR_DATA,23,1,23->22->11->1,3,142.787308,142.787542,0.000234
27,SENSOR_DATA,0,1,0->1,1,144.741474,144.741564,0.000090
28,SENSOR_DATA,32,1,32->22->11->1,3,146.965071,146.965310,0.000239
29,SENSOR_DATA,11,1,11->1,1,146.999538,146.999617,0.000079
31,SENSOR_DATA,2,1,2->1,1,147.907825,147.907891,0.000066
30,SENSOR_DATA,12,1,12->11->1,2,147.907773,147.907899,0.000125
32,SENSOR_DATA,22,1,22->11->1,2,148.607701,148.607863,0.000162
33,SENSOR_DATA,13,1,13->23->22->11->1,4,150.598362,150.598671,0.000309
35,SENSOR_DATA,23,1,23->22->11->1,3,152.787308,152.787542,0.000234
38,SENSOR_DATA,0,1,0->1,1,154.741474,154.741564,0.000090
39,SENSOR_DATA,32,1,32->22->11->1,3,156.965071,156.965310,0.000239
40,SENSOR_DATA,11,1,11->1,1,156.999538,156.999617,0.000079
42,SENSOR_DATA,2,1,2->1,1,157.907825,157.907891,0.000066
41,SENSOR_DATA,12,1,12->11->1,2,157.907773,157.907899,0.000125
43,SENSOR_DATA,22,1,22->11->1,2,158.607701,158.607863,0.000162
45,SENSOR_DATA,13,1,13->23->22->11->1,4,160.598362,160.598671,0.000309
48,SENSOR_DATA,23,1,23->22->11->1,3,162.787308,162.787542,0.000234
52,SENSOR_DATA,0,1,0->1,1,164.741474,164.741564,0.000090
53,SENSOR_DATA,32,1,32->22->11->1,3,166.965071,166.965310,0.000239
54,SENSOR_DATA,11,1,11->1,1,166.999538,166.999617,0.000079
56,SENSOR_DATA,2,1,2->1,1,167.907825,167.907891,0.000066
55,SENSOR_DATA,12,1,12->11->1,2,167.907773,167.907899,0.000125
57,SENSOR_DATA,22,1,22->11->1,2,168.607701,168.607863,0.000162
59,SENSOR_DATA,13,1,13->23->22->11->1,4,170.598362,170.598671,0.000309
63,SENSOR_DATA,23,1,23->22->11->1,3,172.787308,172.787542,0.000234
67,SENSOR_DATA,0,1,0->1,1,174.741474,174.741564,0.000090
68,SENSOR_DATA,32,1,32->22->11->1,3,176.965071,176.965310,0.000239
69,SENSOR_DATA,11,1,11->1,1,176.999538,176.999617,0.000079
71,SENSOR_DATA,2,1,2->1,1,177.907825,177.907891,0.000066
70,SENSOR_DATA,12,1,12->11->1,2,177.907773,177.907899,0.000125
72,SENSOR_DATA,3,1,3->2->1,2,178.527649,178.527781,0.000132
73,SENSOR_DATA,22,1,22->11->1,2,178.607701,178.607863,0.000162
75,SENSOR_DATA,13,1,13->23->22->11->1,4,180.598362,180.598671,0.000309
77,SENSOR_DATA,10,1,10->0->1,2,182.081586,182.081765,0.000179
80,SENSOR_DATA,23,1,23->22->11->1,3,182.787308,182.787542,0.000234
85,SENSOR_DATA,0,1,0->1,1,184.741474,184.741564,0.000090
86,SENSOR_DATA,32,1,32->22->11->1,3,186.965071,186.965310,0.000239
87,SENSOR_DATA,11,1,11->1,1,186.999538,186.999617,0.000079
89,SENSOR_DATA,2,1,2->1,1,187.907825,187.907891,0.000066
88,SENSOR_DATA,12,1,12->11->1,2,187.907773,187.907899,0.000125
90,SENSOR_DATA,3,1,3->2->1,2,188.527649,188.527781,0.000132
91,SENSOR_DATA,22,1,22->11->1,2,188.607701,188.607863,0.000162
94,SENSOR_DATA,13,1,13->23->22->11->1,4,190.598362,190.598671,0.000309
96,SENSOR_DATA,10,1,10->0->1,2,192.081586,192.081765,0.000179
99,SENSOR_DATA,33,1,33->32->22->11->1,4,192.598748,192.599067,0.000319
100,SENSOR_DATA,23,1,23->22->11->1,3,192.787308,192.787542,0.000234
105,SENSOR_DATA,0,1,0->1,1,194.741474,194.741564,0.000090
106,SENSOR_DATA,32,1,32->22->11->1,3,196.965071,196.965310,0.000239
107,SENSOR_DATA,11,1,11->1,1,196.999538,196.999617,0.000079
109,SENSOR_DATA,2,1,2->1,1,197.907825,197.907891,0.000066
108,SENSOR_DATA,12,1,12->11->1,2,197.907773,197.907899,0.000125
110,SENSOR_DATA,3,1,3->2->1,2,198.527649,198.527781,0.000132
111,SENSOR_DATA,22,1,22->11->1,2,198.607701,198.607863,0.000162
114,SENSOR_DATA,13,1,13->23->22->11->1,4,200.598362,200.598671,0.000309
117,SENSOR_DATA,10,1,10->0->1,2,202.081586,202.081765,0.000179
120,SENSOR_DATA,33,1,33->32->22->11->1,4,202.598748,202.599067,0.000319
121,SENSOR_DATA,23,1,23->22->11->1,3,202.787308,202.787542,0.000234
127,SENSOR_DATA,0,1,0->1,1,204.741474,204.741564,0.000090
128,SENSOR_DATA,32,1,32->22->11->1,3,206.965071,206.965310,0.000239
129,SENSOR_DATA,11,1,11->1,1,206.999538,206.999617,0.000079
131,SENSOR_DATA,2,1,2->1,1,207.907825,207.907891,0.000066
130,SENSOR_DATA,12,1,12->11->1,2,207.907773,207.907899,0.000125
132,SENSOR_DATA,3,1,3->2->1,2,208.527649,208.527781,0.000132
133,SENSOR_DATA,22,1,22->11->1,2,208.607701,208.607863,0.000162
135,SENSOR_DATA,13,1,13->23->22->11->1,4,210.598362,210.598671,0.000309
138,SENSOR_DATA,10,1,10->0->1,2,212.081586,212.081765,0.000179
141,SENSOR_DATA,33,1,33->32->22->11->1,4,212.598748,212.599067,0.000319
142,SENSOR_DATA,23,1,23->22->11->1,3,212.787308,212.787542,0.000234
148,SENSOR_DATA,0,1,0->1,1,214.741474,214.741564,0.000090
149,SENSOR_DATA,32,1,32->22->11->1,3,216.965071,216.965310,0.000239
150,SENSOR_DATA,11,1,11->1,1,216.999538,216.999617,0.000079
152,SENSOR_DATA,2,1,2->1,1,217.907825,217.907891,0.000066
151,SENSOR_DATA,12,1,12->11->1,2,217.907773,217.907899,0.000125
153,SENSOR_DATA,3,1,3->2->1,2,218.527649,218.527781,0.000132
154,SENSOR_DATA,22,1,22->11->1,2,218.607701,218.607863,0.000162
156,SENSOR_DATA,13,1,13->23->22->11->1,4,220.598362,220.598671,0.000309
159,SENSOR_DATA,10,1,10->0->1,2,222.081586,222.081765,0.000179
162,SENSOR_DATA,33,1,33->32->22->11->1,4,222.598748,222.599067,0.000319
163,SENSOR_DATA,23,1,23->22->11->1,3,222.787308,222.787542,0.000234
169,SENSOR_DATA,0,1,0->1,1,224.741474,224.741564,0.000090
170,SENSOR_DATA,32,1,32->22->11->1,3,226.965071,226.965310,0.000239
171,SENSOR_DATA,11,1,11->1,1,226.999538,226.999617,0.000079
173,SENSOR_DATA,2,1,2->1,1,227.907825,227.907891,0.000066
172,SENSOR_DATA,12,1,12->11->1,2,227.907773,227.907899,0.000125
174,SENSOR_DATA,3,1,3->2->1,2,228.527649,228.527781,0.000132
175,SENSOR_DATA,22,1,22->11->1,2,228.607701,228.607863,0.000162
177,SENSOR_DATA,13,1,13->23->22->11->1,4,230.598362,230.598671,0.000309
180,SENSOR_DATA,10,1,10->0->1,2,232.081586,232.081765,0.000179
183,SENSOR_DATA,33,1,33->32->22->11->1,4,232.598748,232.599067,0.000319
184,SENSOR_DATA,23,1,23->22->11->1,3,232.787308,232.787542,0.000234
190,SENSOR_DATA,0,1,0->1,1,234.741474,234.741564,0.000090
191,SENSOR_DATA,32,1,32->22->11->1,3,236.965071,236.965310,0.000239
192,SENSOR_DATA,11,1,11->1,1,236.999538,236.999617,0.000079
194,SENSOR_DATA,2,1,2->1,1,237.907825,237.907891,0.000066
193,SENSOR_DATA,12,1,12->11->1,2,237.907773,237.907899,0.000125
195,SENSOR_DATA,3,1,3->2->1,2,238.527649,238.527781,0.000132
196,SENSOR_DATA,22,1,22->11->1,2,238.607701,238.607863,0.000162
198,SENSOR_DATA,13,1,13->23->22->11->1,4,240.598362,240.598671,0.000309
201,SENSOR_DATA,10,1,10->0->1,2,242.081586,242.081765,0.000179
205,SENSOR_DATA,33,1,33->32->22->11->1,4,242.598748,242.599067,0.000319
206,SENSOR_DATA,23,1,23->22->11->1,3,242.787308,242.787542,0.000234
212,SENSOR_DATA,0,1,0->1,1,244.741474,244.741564,0.000090
213,SENSOR_DATA,32,1,32->22->11->1,3,246.965071,246.965310,0.000239
214,SENSOR_DATA,11,1,11->1,1,246.999538,246.999617,0.000079
218,SENSOR_DATA,2,1,2->1,1,247.907825,247.907891,0.000066
217,SENSOR_DATA,12,1,12->11->1,2,247.907773,247.907899,0.000125
219,SENSOR_DATA,3,1,3->2->1,2,248.527649,248.527781,0.000132
220,SENSOR_DATA,22,1,22->11->1,2,248.607701,248.607863,0.000162
223,SENSOR_DATA,13,1,13->23->22->11->1,4,250.598362,250.598671,0.000309
227,SENSOR_DATA,10,1,10->0->1,2,252.081586,252.081765,0.000179
231,SENSOR_DATA,33,1,33->32->22->11->1,4,252.598748,252.599067,0.000319
232,SENSOR_DATA,23,1,23->22->11->1,3,252.787308,252.787542,0.000234
238,SENSOR_DATA,0,1,0->1,1,254.741474,254.741564,0.000090
239,SENSOR_DATA,32,1,32->22->11->1,3,256.965071,256.965310,0.000239
240,SENSOR_DATA,11,1,11->1,1,256.999538,256.999617,0.000079
244,SENSOR_DATA,2,1,2->1,1,257.907825,257.907891,0.000066
243,SENSOR_DATA,12,1,12->11->1,2,257.907773,257.907899,0.000125
245,SENSOR_DATA,3,1,3->2->1,2,258.527649,258.527781,0.000132
246,SENSOR_DATA,22,1,22->11->1,2,258.607701,258.607863,0.000162
249,SENSOR_DATA,13,1,13->23->22->11->1,4,260.598362,260.598671,0.000309
253,SENSOR_DATA,10,1,10->0->1,2,262.081586,262.081765,0.000179
257,SENSOR_DATA,33,1,33->32->22->11->1,4,262.598748,262.599067,0.000319
258,SENSOR_DATA,23,1,23->22->11->1,3,262.787308,262.787542,0.000234
264,SENSOR_DATA,0,1,0->1,1,264.741474,264.741564,0.000090
265,SENSOR_DATA,32,1,32->22->11->1,3,266.965071,266.965310,0.000239
266,SENSOR_DATA,11,1,11->1,1,266.999538,266.999617,0.000079
270,SENSOR_DATA,2,1,2->1,1,267.907825,267.907891,0.000066
269,SENSOR_DATA,12,1,12->11->1,2,267.907773,267.907899,0.000125
271,SENSOR_DATA,3,1,3->2->1,2,268.527649,268.527781,0.000132
272,SENSOR_DATA,22,1,22->11->1,2,268.607701,268.607863,0.000162
275,SENSOR_DATA,13,1,13->23->22->11->1,4,270.598362,270.598671,0.000309
279,SENSOR_DATA,10,1,10->0->1,2,272.081586,272.081765,0.000179
283,SENSOR_DATA,33,1,33->32->22->11->1,4,272.598748,272.599067,0.000319
284,SENSOR_DATA,23,1,23->22->11->1,3,272.787308,272.787542,0.000234
291,SENSOR_DATA,0,1,0->1,1,274.741474,274.741564,0.000090
292,SENSOR_DATA,32,1,32->22->11->1,3,276.965071,276.965310,0.000239
293,SENSOR_DATA,11,1,11->1,1,276.999538,276.999617,0.000079
297,SENSOR_DATA,2,1,2->1,1,277.907825,277.907891,0.000066
296,SENSOR_DATA,12,1,12->11->1,2,277.907773,277.907899,0.000125
298,SENSOR_DATA,3,1,3->2->1,2,278.527649,278.527781,0.000132
299,SENSOR_DATA,22,1,22->11->1,2,278.607701,278.607863,0.000162
304,SENSOR_DATA,13,1,13->23->22->11->1,4,280.598362,280.598671,0.000309
308,SENSOR_DATA,10,1,10->0->1,2,282.081586,282.081765,0.000179
312,SENSOR_DATA,33,1,33->32->22->11->1,4,282.598748,282.599067,0.000319
313,SENSOR_DATA,23,1,23->22->11->1,3,282.787308,282.787542,0.000234
320,SENSOR_DATA,0,1,0->1,1,284.741474,284.741564,0.000090
321,SENSOR_DATA,32,1,32->22->11->1,3,286.965071,286.965310,0.000239
322,SENSOR_DATA,11,1,11->1,1,286.999538,286.999617,0.000079
326,SENSOR_DATA,2,1,2->1,1,287.907825,287.907891,0.000066
325,SENSOR_DATA,12,1,12->11->1,2,287.907773,287.907899,0.000125
327,SENSOR_DATA,3,1,3->2->1,2,288.527649,288.527781,0.000132
328,SENSOR_DATA,22,1,22->11->1,2,288.607701,288.607863,0.000162
335,SENSOR_DATA,13,1,13->23->22->11->1,4,290.598362,290.598671,0.000309
339,SENSOR_DATA,10,1,10->0->1,2,292.081586,292.081765,0.000179
343,SENSOR_DATA,33,1,33->32->22->11->1,4,292.598748,292.599067,0.000319
344,SENSOR_DATA,23,1,23->22->11->1,3,292.787308,292.787542,0.000234
351,SENSOR_DATA,0,1,0->1,1,294.741474,294.741564,0.000090
353,SENSOR_DATA,32,1,32->22->11->1,3,296.965071,296.965310,0.000239
354,SENSOR_DATA,11,1,11->1,1,296.999538,296.999617,0.000079
358,SENSOR_DATA,2,1,2->1,1,297.907825,297.907891,0.000066
357,SENSOR_DATA,12,1,12->11->1,2,297.907773,297.907899,0.000125
359,SENSOR_DATA,3,1,3->2->1,2,298.527649,298.527781,0.000132
360,SENSOR_DATA,22,1,22->11->1,2,298.607701,298.607863,0.000162
367,SENSOR_DATA,13,1,13->23->22->11->1,4,300.598362,300.598671,0.000309
371,SENSOR_DATA,10,1,10->0->1,2,302.081586,302.081765,0.000179
375,SENSOR_DATA,33,1,33->32->22->11->1,4,302.598748,302.599067,0.000319
376,SENSOR_DATA,23,1,23->22->11->1,3,302.787308,302.787542,0.000234
383,SENSOR_DATA,0,1,0->1,1,304.741474,304.741564,0.000090
386,SENSOR_DATA,32,1,32->22->11->1,3,306.965071,306.965310,0.000239
387,SENSOR_DATA,11,1,11->1,1,306.999538,306.999617,0.000079
392,SENSOR_DATA,2,1,2->1,1,307.907825,307.907891,0.000066
391,SENSOR_DATA,12,1,12->11->1,2,307.907773,307.907899,0.000125
394,SENSOR_DATA,3,1,3->2->1,2,308.527649,308.527781,0.000132
395,SENSOR_DATA,22,1,22->11->1,2,308.607701,308.607863,0.000162
402,SENSOR_DATA,13,1,13->23->22->11->1,4,310.598362,310.598671,0.000309
407,SENSOR_DATA,10,1,10->0->1,2,312.081586,312.081765,0.000179
411,SENSOR_DATA,33,1,33->32->22->11->1,4,312.598748,312.599067,0.000319
412,SENSOR_DATA,23,1,23->22->11->1,3,312.787308,312.787542,0.000234
419,SENSOR_DATA,0,1,0->1,1,314.741474,314.741564,0.000090
423,SENSOR_DATA,32,1,32->22->11->1,3,316.965071,316.965310,0.000239
424,SENSOR_DATA,11,1,11->1,1,316.999538,316.999617,0.000079
429,SENSOR_DATA,2,1,2->1,1,317.907825,317.907891,0.000066
428,SENSOR_DATA,12,1,12->11->1,2,317.907773,317.907899,0.000125
432,SENSOR_DATA,3,1,3->2->1,2,318.527649,318.527781,0.000132
433,SENSOR_DATA,22,1,22->11->1,2,318.607701,318.607863,0.000162
440,SENSOR_DATA,13,1,13->23->22->11->1,4,320.598362,320.598671,0.000309
446,SENSOR_DATA,10,1,10->0->1,2,322.081586,322.081765,0.000179
450,SENSOR_DATA,33,1,33->32->22->11->1,4,322.598748,322.599067,0.000319
451,SENSOR_DATA,23,1,23->22->11->1,3,322.787308,322.787542,0.000234
459,SENSOR_DATA,0,1,0->1,1,324.741474,324.741564,0.000090
463,SENSOR_DATA,32,1,32->22->11->1,3,326.965071,326.965310,0.000239
464,SENSOR_DATA,11,1,11->1,1,326.999538,326.999617,0.000079
469,SENSOR_DATA,2,1,2->1,1,327.907825,327.907891,0.000066
468,SENSOR_DATA,12,1,12->11->1,2,327.907773,327.907899,0.000125
472,SENSOR_DATA,3,1,3->2->1,2,328.527649,328.527781,0.000132
473,SENSOR_DATA,22,1,22->11->1,2,328.607701,328.607863,0.000162
480,SENSOR_DATA,13,1,13->23->22->11->1,4,330.598362,330.598671,0.000309
486,SENSOR_DATA,10,1,10->0->1,2,332.081586,332.081765,0.000179
490,SENSOR_DATA,33,1,33->32->22->11->1,4,332.598748,332.599067,0.000319
491,SENSOR_DATA,23,1,23->22->11->1,3,332.787308,332.787542,0.000234
499,SENSOR_DATA,0,1,0->1,1,334.741474,334.741564,0.000090
503,SENSOR_DATA,32,1,32->22->11->1,3,336.965071,336.965310,0.000239
505,SENSOR_DATA,11,1,11->1,1,336.999538,336.999617,0.000079
510,SENSOR_DATA,2,1,2->1,1,337.907825,337.907891,0.000066
509,SENSOR_DATA,12,1,12->11->1,2,337.907773,337.907899,0.000125
513,SENSOR_DATA,3,1,3->2->1,2,338.527649,338.527781,0.000132
514,SENSOR_DATA,22,1,22->11->1,2,338.607701,338.607863,0.000162
521,SENSOR_DATA,13,1,13->23->22->11->1,4,340.598362,340.598671,0.000309
527,SENSOR_DATA,10,1,10->0->1,2,342.081586,342.081765,0.000179
531,SENSOR_DATA,33,1,33->32->22->11->1,4,342.598748,342.599067,0.000319
532,SENSOR_DATA,23,1,23->22->11->1,3,342.787308,342.787542,0.000234
540,SENSOR_DATA,0,1,0->1,1,344.741474,344.741564,0.000090
544,SENSOR_DATA,32,1,32->22->11->1,3,346.965071,346.965310,0.000239
546,SENSOR_DATA,11,1,11->1,1,346.999538,346.999617,0.000079
551,SENSOR_DATA,2,1,2->1,1,347.907825,347.907891,0.000066
550,SENSOR_DATA,12,1,12->11->1,2,347.907773,347.907899,0.000125
554,SENSOR_DATA,3,1,3->2->1,2,348.527649,348.527781,0.000132
555,SENSOR_DATA,22,1,22->11->1,2,348.607701,348.607863,0.000162
562,SENSOR_DATA,13,1,13->23->22->11->1,4,350.598362,350.598671,0.000309
569,SENSOR_DATA,10,1,10->0->1,2,352.081586,352.081765,0.000179
573,SENSOR_DATA,33,1,33->32->22->11->1,4,352.598748,352.599067,0.000319
574,SENSOR_DATA,23,1,23->22->11->1,3,352.787308,352.787542,0.000234
583,SENSOR_DATA,0,1,0->1,1,354.741474,354.741564,0.000090
588,SENSOR_DATA,32,1,32->22->11->1,3,356.965071,356.965310,0.000239
590,SENSOR_DATA,11,1,11->1,1,356.999538,356.999617,0.000079
596,SENSOR_DATA,2,1,2->1,1,357.907825,357.907891,0.000066
595,SENSOR_DATA,12,1,12->11->1,2,357.907773,357.907899,0.000125
599,SENSOR_DATA,3,1,3->2->1,2,358.527649,358.527781,0.000132
600,SENSOR_DATA,22,1,22->11->1,2,358.607701,358.607863,0.000162
608,SENSOR_DATA,13,1,13->23->22->11->1,4,360.598362,360.598671,0.000309
616,SENSOR_DATA,10,1,10->0->1,2,362.081586,362.081765,0.000179
620,SENSOR_DATA,33,1,33->32->22->11->1,4,362.598748,362.599067,0.000319
622,SENSOR_DATA,23,1,23->22->11->1,3,362.787308,362.787542,0.000234
631,SENSOR_DATA,0,1,0->1,1,364.741474,364.741564,0.000090
636,SENSOR_DATA,32,1,32->22->11->1,3,366.965071,366.965310,0.000239
638,SENSOR_DATA,11,1,11->1,1,366.999538,366.999617,0.000079
644,SENSOR_DATA,2,1,2->1,1,367.907825,367.907891,0.000066
643,SENSOR_DATA,12,1,12->11->1,2,367.907773,367.907899,0.000125
647,SENSOR_DATA,3,1,3->2->1,2,368.527649,368.527781,0.000132
648,SENSOR_DATA,22,1,22->11->1,2,368.607701,368.607863,0.000162
657,SENSOR_DATA,13,1,13->23->22->11->1,4,370.598362,370.598671,0.000309
665,SENSOR_DATA,10,1,10->0->1,2,372.081586,372.081765,0.000179
669,SENSOR_DATA,33,1,33->32->22->11->1,4,372.598748,372.599067,0.000319
671,SENSOR_DATA,23,1,23->22->11->1,3,372.787308,372.787542,0.000234
681,SENSOR_DATA,0,1,0->1,1,374.741474,374.741564,0.000090
686,SENSOR_DATA,32,1,32->22->11->1,3,376.965071,376.965310,0.000239
688,SENSOR_DATA,11,1,11->1,1,376.999538,376.999617,0.000079
694,SENSOR_DATA,2,1,2->1,1,377.907825,377.907891,0.000066
693,SENSOR_DATA,12,1,12->11->1,2,377.907773,377.907899,0.000125
697,SENSOR_DATA,3,1,3->2->1,2,378.527649,378.527781,0.000132
698,SENSOR_DATA,22,1,22->11->1,2,378.607701,378.607863,0.000162
708,SENSOR_DATA,13,1,13->23->22->11->1,4,380.598362,380.598671,0.000309
716,SENSOR_DATA,10,1,10->0->1,2,382.081586,382.081765,0.000179
720,SENSOR_DATA,33,1,33->32->22->11->1,4,382.598748,382.599067,0.000319
722,SENSOR_DATA,23,1,23->22->11->1,3,382.787308,382.787542,0.000234
732,SENSOR_DATA,0,1,0->1,1,384.741474,384.741564,0.000090
737,SENSOR_DATA,32,1,32->22->11->1,3,386.965071,386.965310,0.000239
739,SENSOR_DATA,11,1,11->1,1,386.999538,386.999617,0.000079
745,SENSOR_DATA,2,1,2->1,1,387.907825,387.907891,0.000066
744,SENSOR_DATA,12,1,12->11->1,2,387.907773,387.907899,0.000125
749,SENSOR_DATA,3,1,3->2->1,2,388.527649,388.527781,0.000132
750,SENSOR_DATA,22,1,22->11->1,2,388.607701,388.607863,0.000162
760,SENSOR_DATA,13,1,13->23->22->11->1,4,390.598362,390.598671,0.000309
768,SENSOR_DATA,10,1,10->0->1,2,392.081586,392.081765,0.000179
772,SENSOR_DATA,33,1,33->32->22->11->1,4,392.598748,392.599067,0.000319
774,SENSOR_DATA,23,1,23->22->11->1,3,392.787308,392.787542,0.000234
785,SENSOR_DATA,0,1,0->1,1,394.741474,394.741564,0.000090
790,SENSOR_DATA,32,1,32->22->11->1,3,396.965071,396.965310,0.000239
792,SENSOR_DATA,11,1,11->1,1,396.999538,396.999617,0.000079
799,SENSOR_DATA,2,1,2->1,1,397.907825,397.907891,0.000066
798,SENSOR_DATA,12,1,12->11->1,2,397.907773,397.907899,0.000125
803,SENSOR_DATA,3,1,3->2->1,2,398.527649,398.527781,0.000132
804,SENSOR_DATA,22,1,22->11->1,2,398.607701,398.607863,0.000162
815,SENSOR_DATA,13,1,13->23->22->11->1,4,400.598362,400.598671,0.000309
823,SENSOR_DATA,10,1,10->0->1,2,402.081586,402.081765,0.000179
827,SENSOR_DATA,33,1,33->32->22->11->1,4,402.598748,402.599067,0.000319
829,SENSOR_DATA,23,1,23->22->11->1,3,402.787308,402.787542,0.000234
840,SENSOR_DATA,0,1,0->1,1,404.741474,404.741564,0.000090
847,SENSOR_DATA,32,1,32->22->11->1,3,406.965071,406.965310,0.000239
849,SENSOR_DATA,11,1,11->1,1,406.999538,406.999617,0.000079
856,SENSOR_DATA,2,1,2->1,1,407.907825,407.907891,0.000066
855,SENSOR_DATA,12,1,12->11->1,2,407.907773,407.907899,0.000125
861,SENSOR_DATA,3,1,3->2->1,2,408.527649,408.527781,0.000132
862,SENSOR_DATA,22,1,22->11->1,2,408.607701,408.607863,0.000162
873,SENSOR_DATA,13,1,13->23->22->11->1,4,410.598362,410.598671,0.000309
882,SENSOR_DATA,10,1,10->0->1,2,412.081586,412.081765,0.000179
886,SENSOR_DATA,33,1,33->32->22->11->1,4,412.598748,412.599067,0.000319
888,SENSOR_DATA,23,1,23->22->11->1,3,412.787308,412.787542,0.000234
899,SENSOR_DATA,0,1,0->1,1,414.741474,414.741564,0.000090
907,SENSOR_DATA,32,1,32->22->11->1,3,416.965071,416.965310,0.000239
909,SENSOR_DATA,11,1,11->1,1,416.999538,416.999617,0.000079
916,SENSOR_DATA,2,1,2->1,1,417.907825,417.907891,0.000066
915,SENSOR_DATA,12,1,12->11->1,2,417.907773,417.907899,0.000125
922,SENSOR_DATA,3,1,3->2->1,2,418.527649,418.527781,0.000132
923,SENSOR_DATA,22,1,22->11->1,2,418.607701,418.607863,0.000162
934,SENSOR_DATA,13,1,13->23->22->11->1,4,420.598362,420.598671,0.000309
943,SENSOR_DATA,10,1,10->0->1,2,422.081586,422.081765,0.000179
947,SENSOR_DATA,33,1,33->32->22->11->1,4,422.598748,422.599067,0.000319
950,SENSOR_DATA,23,1,23->22->11->1,3,422.787308,422.787542,0.000234
961,SENSOR_DATA,0,1,0->1,1,424.741474,424.741564,0.000090
970,SENSOR_DATA,32,1,32->22->11->1,3,426.965071,426.965310,0.000239
972,SENSOR_DATA,11,1,11->1,1,426.999538,426.999617,0.000079
979,SENSOR_DATA,2,1,2->1,1,427.907825,427.907891,0.000066
978,SENSOR_DATA,12,1,12->11->1,2,427.907773,427.907899,0.000125
985,SENSOR_DATA,3,1,3->2->1,2,428.527649,428.527781,0.000132
986,SENSOR_DATA,22,1,22->11->1,2,428.607701,428.607863,0.000162
997,SENSOR_DATA,13,1,13->23->22->11->1,4,430.598362,430.598671,0.000309
1007,SENSOR_DATA,10,1,10->0->1,2,432.081586,432.081765,0.000179
1011,SENSOR_DATA,33,1,33->32->22->11->1,4,432.598748,432.599067,0.000319
1014,SENSOR_DATA,23,1,23->22->11->1,3,432.787308,432.787542,0.000234
1025,SENSOR_DATA,0,1,0->1,1,434.741474,434.741564,0.000090
1034,SENSOR_DATA,32,1,32->22->11->1,3,436.965071,436.965310,0.000239
1036,SENSOR_DATA,11,1,11->1,1,436.999538,436.999617,0.000079
1043,SENSOR_DATA,2,1,2->1,1,437.907825,437.907891,0.000066
1042,SENSOR_DATA,12,1,12->11->1,2,437.907773,437.907899,0.000125
1049,SENSOR_DATA,3,1,3->2->1,2,438.527649,438.527781,0.000132
1050,SENSOR_DATA,22,1,22->11->1,2,438.607701,438.607863,0.000162
1061,SENSOR_DATA,13,1,13->23->22->11->1,4,440.598362,440.598671,0.000309
1072,SENSOR_DATA,10,1,10->0->1,2,442.081586,442.081765,0.000179
1076,SENSOR_DATA,33,1,33->32->22->11->1,4,442.598748,442.599067,0.000319
1079,SENSOR_DATA,23,1,23->22->11->1,3,442.787308,442.787542,0.000234
1090,SENSOR_DATA,0,1,0->1,1,444.741474,444.741564,0.000090
1099,SENSOR_DATA,32,1,32->22->11->1,3,446.965071,446.965310,0.000239
1101,SENSOR_DATA,11,1,11->1,1,446.999538,446.999617,0.000079
1108,SENSOR_DATA,2,1,2->1,1,447.907825,447.907891,0.000066
1107,SENSOR_DATA,12,1,12->11->1,2,447.907773,447.907899,0.000125
1114,SENSOR_DATA,3,1,3->2->1,2,448.527649,448.527781,0.000132
1115,SENSOR_DATA,22,1,22->11->1,2,448.607701,448.607863,0.000162
1126,SENSOR_DATA,13,1,13->23->22->11->1,4,450.598362,450.598671,0.000309
1138,SENSOR_DATA,10,1,10->0->1,2,452.081586,452.081765,0.000179
1142,SENSOR_DATA,33,1,33->32->22->11->1,4,452.598748,452.599067,0.000319
1145,SENSOR_DATA,23,1,23->22->11->1,3,452.787308,452.787542,0.000234
