node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,186.163731,197.987675,226.658194,261.366777,296.425239,365.347229,461.040555,531.504399,603.712843,660.170741,104.826697,131.032426,153.556323,231.522602,309.236245,359.664243,455.753723,513.177236,589.343672,670.884202,0.000000,36.518103,114.259158,177.844455,256.848855,361.281921,454.257927,501.390339,582.241490,650.253051,58.746760,64.002329,109.903073,187.528476,323.940090,351.526670,462.885676,515.029183,562.926763,665.189398,94.999641,131.557442,214.045119,232.902861,295.616522,379.090795,476.386479,568.034740,596.482374,659.742043,197.551389,243.341629,274.440432,321.311522,372.003842,403.748292,500.762424,598.654861,606.325126,681.913613,287.795296,283.439269,299.623321,376.949804,387.503205,453.251469,535.871356,626.692500,689.988984,744.505902,337.188856,366.104710,384.136099,414.212636,456.301769,494.657766,607.963490,662.045485,683.099714,781.602826,438.576545,467.847890,467.820528,516.149388,541.098013,569.409964,667.876036,705.282472,770.456394,827.135031,506.825010,507.748279,537.193919,579.000668,594.413505,624.583341,688.152716,727.981508,773.147603,884.152730
21,193.381411,188.149966,206.763004,234.464254,262.090481,329.823015,425.229108,495.153706,567.303420,623.859735,122.846568,113.615394,126.771958,196.912509,272.865966,323.148832,419.236574,476.659180,552.826040,634.366930,36.518103,0.000000,79.612418,141.357164,221.281559,325.514608,418.019416,465.203983,545.904807,613.957088,81.815784,46.125102,78.281605,153.177136,290.369227,317.291375,428.967908,480.137763,527.672172,630.400372,111.675614,131.724141,194.567681,208.267449,264.602381,347.972292,443.289137,534.867459,564.011674,625.660534,213.552440,238.476963,262.650808,302.033658,344.489547,375.626766,470.503857,568.482264,574.625583,649.510276,296.756204,284.720165,292.729986,362.445726,365.371130,429.741995,508.434902,598.054410,659.401072,714.180048,343.858202,365.389965,379.727183,401.571626,438.786959,473.697310,583.837908,637.105678,655.269868,753.709521,447.789804,468.483838,463.173441,506.541113,524.358740,551.127483,645.786514,681.287902,745.703243,801.094074,510.964131,507.907026,532.529177,572.290829,582.195446,608.688115,670.186476,706.077618,749.822487,860.308479
22,202.025580,160.080218,153.233457,164.375939,182.494526,251.252443,347.234789,419.437150,492.026967,547.737240,162.854871,83.313383,65.284103,117.379327,197.944513,250.758864,347.110994,404.130500,480.243187,561.230346,114.259158,79.612418,0.000000,71.495659,164.078688,263.760159,351.006609,398.438023,477.155406,545.474930,159.481360,99.544334,76.972997,111.032051,242.856085,265.479397,376.724831,422.263801,467.346827,572.106636,184.126030,185.239722,202.926322,200.578641,229.899044,309.644228,394.688615,484.927643,516.766886,570.911431,281.043371,274.763393,283.710959,303.148349,319.478421,347.604369,432.933299,529.992366,530.371375,601.895039,353.103189,329.562317,322.406375,373.015142,356.214028,414.871187,480.025948,564.584737,618.625036,673.970852,395.666176,404.301133,411.352872,415.303488,439.919966,465.069274,564.592089,614.877113,623.930473,721.437480,501.806852,507.791547,492.530569,524.827819,525.789388,548.258892,631.630839,661.410982,723.102807,774.294180,555.895810,545.765800,560.754064,595.804966,593.553975,611.025492,666.697760,691.869163,731.304033,839.609501
23,265.924949,208.421454,179.410024,162.343007,135.803949,193.346496,286.537106,354.076026,426.052059,482.871212,234.138680,142.077184,104.623294,75.426039,131.871227,181.930688,278.185733,335.530932,411.718915,493.149079,177.844455,141.357164,71.495659,0.000000,95.132731,192.386248,279.912290,327.336293,406.657888,474.929988,212.264029,142.278368,94.116295,63.989981,176.862576,196.945589,307.138135,351.165191,395.923378,500.822433,228.287626,210.611644,185.639956,169.119792,172.889360,247.409714,326.301281,415.665444,448.325763,500.197329,313.968031,275.766294,270.077041,270.810321,265.794066,291.065737,369.336913,465.208912,463.027336,533.081877,370.324412,335.719972,314.357904,345.616121,313.207305,365.983058,421.116005,502.124717,552.399766,607.809001,406.564021,401.725159,401.547929,389.232061,402.693603,419.765479,510.536531,558.510267,562.257728,658.842363,512.651768,503.000695,478.484466,500.147132,487.123600,505.942288,580.328602,606.174648,665.845018,714.400410,555.961534,538.832860,544.366964,574.586944,561.888403,571.896724,622.591902,640.072398,676.490706,782.963178
24,360.981186,299.809460,261.637650,226.856625,151.884185,170.782317,245.952254,296.630407,364.664281,423.570539,326.439420,236.984991,197.389073,125.714555,98.369382,123.149518,210.873130,267.431265,342.080914,423.818466,256.848855,221.281559,164.078688,95.132731,0.000000,104.598606,199.958842,246.307700,328.436732,395.724714,277.242153,206.070119,151.569473,72.676858,83.023295,101.840162,212.652049,259.693051,306.519341,409.975524,282.391924,245.603286,171.140689,137.024653,93.663889,156.222140,231.219499,320.955305,353.281748,407.302050,348.093160,272.340616,247.332273,221.032297,184.961317,205.600511,275.898583,370.855606,367.905622,438.168001,380.896603,333.950700,295.167723,297.536001,245.079481,288.130299,331.250434,409.052574,457.447959,512.856152,406.937073,384.404569,374.533542,340.805586,338.832171,345.113877,424.723711,470.165852,469.581516,565.424503,508.913945,478.774878,442.771422,449.846533,419.301409,433.330729,496.812579,518.645776,576.306140,622.684396,536.683847,510.753923,503.753724,527.068755,501.388458,502.135596,546.506216,555.684402,589.060505,693.636835
25,452.162666,381.441066,332.071483,281.947864,179.908471,149.616907,184.225111,210.901524,272.549464,331.831021,426.524013,328.751938,285.159960,191.348296,106.012124,73.489417,120.783677,172.695849,243.916419,324.718387,361.281921,325.514608,263.760159,192.386248,104.598606,0.000000,97.676220,142.631107,225.310884,291.922049,381.096116,310.302229,255.898819,176.481577,74.599026,52.279656,123.546387,159.254232,203.608385,308.466274,384.118890,342.450324,249.590664,209.365899,125.843934,123.709372,148.626933,230.499887,265.990746,309.069148,441.603921,347.983428,310.360774,259.945300,178.859157,182.785539,213.014854,297.580309,284.884861,348.140827,460.586681,407.163179,357.122171,329.617819,254.084281,273.386689,280.838630,342.335157,376.694626,431.423847,478.668073,442.720760,424.309919,368.946632,345.354607,332.200725,382.278974,419.096716,403.243752,494.075487,574.403377,526.807204,480.198825,469.425640,414.384781,419.300374,457.739938,468.676593,519.296519,557.732042,587.745741,553.837288,533.243086,547.319871,504.622981,490.464800,521.903021,513.001253,537.916373,635.627409
26,527.544060,449.533934,392.727872,333.807455,226.054988,164.273702,140.510142,129.215587,180.496320,239.085188,511.918855,407.259261,361.779677,260.110969,163.757766,108.242473,50.875481,81.672989,147.355343,227.390771,454.257927,418.019416,351.006609,279.912290,199.958842,97.676220,0.000000,47.431834,128.492107,196.095385,477.198726,405.932802,351.407039,272.578887,164.620814,134.623494,112.849983,102.243151,128.701429,233.335199,481.387171,440.108550,344.765004,303.994928,216.281526,183.520212,141.258093,189.450820,227.309595,243.301422,538.837432,441.040706,399.611901,340.953723,243.815675,235.473461,219.984706,279.157543,252.146542,298.280859,554.044621,498.707907,444.938414,403.772213,319.428080,320.278103,293.373465,329.415372,341.309253,392.503331,568.940087,527.391455,505.052690,439.234990,402.758173,375.786736,395.252403,420.629162,387.074440,467.447785,661.040490,604.788173,552.844336,530.896407,459.827859,457.046494,470.359204,469.176011,509.855905,537.489375,666.630573,628.532246,599.795797,607.312504,553.167843,527.373135,546.240057,519.728571,534.616403,621.884222
27,573.796168,494.735878,436.735027,376.385546,268.998300,202.372637,157.982375,118.439588,152.019750,207.779005,559.262763,454.098215,408.492086,306.284150,209.822999,153.904448,74.390523,66.125533,111.111458,187.036680,501.390339,465.203983,398.438023,327.336293,246.307700,142.631107,47.431834,0.000000,82.835419,149.425220,523.449832,452.377620,397.874444,318.749273,204.288068,173.161952,119.266811,81.879835,90.629719,191.082780,526.715190,483.949273,385.150064,344.145742,254.781677,210.337536,143.380401,167.122330,203.821241,205.195371,581.302203,479.182249,435.210084,372.226545,269.586354,256.135060,220.446614,263.646735,230.536788,266.508344,592.150062,535.424401,479.280859,430.471577,343.069045,334.980506,292.546971,314.853889,315.491429,364.036311,604.436261,559.203991,534.559058,463.416267,420.764798,387.461795,391.567949,410.876298,369.479987,443.585766,693.616839,632.033007,577.288179,549.387798,470.900611,464.319478,465.100434,458.090640,493.479806,515.766962,694.135771,653.694468,620.491736,624.373637,564.681960,533.269393,545.678620,510.928472,520.846828,602.392207
28,645.568177,563.502140,502.691358,439.585454,334.722353,261.613643,190.917824,116.597614,103.712132,146.336932,636.324292,528.510941,482.565253,379.169596,283.583756,227.998755,134.643298,86.398474,54.123477,109.574855,582.241490,545.904807,477.155406,406.657888,328.436732,225.310884,128.492107,82.835419,0.000000,68.327755,605.678775,534.424461,479.898466,401.028020,286.277080,254.946407,183.077202,124.836380,92.781321,151.441473,609.429350,566.755215,466.939712,425.901266,336.058452,284.904069,199.841291,184.662542,214.106855,178.814949,663.778127,559.585009,514.009691,448.015311,342.008629,324.283119,267.788914,283.701363,241.845871,252.471336,672.347478,614.756280,556.981447,501.699989,412.307447,394.909642,334.130302,333.664653,312.327145,352.880041,682.709448,634.491745,607.820142,531.833566,482.921375,442.655881,425.406218,434.415491,380.468430,439.915052,769.213320,702.614882,645.174418,610.712157,523.905380,512.392681,494.672657,478.155462,503.303002,514.837648,764.753307,721.969930,683.897683,683.377185,617.110469,578.411553,581.169798,533.785839,534.884913,604.417892
29,712.843132,630.020841,568.447292,504.622656,400.991046,326.623397,248.875216,166.834257,123.029755,138.206142,704.586948,596.444907,550.468914,446.966449,351.658176,296.200531,202.010020,150.042534,87.846042,77.891388,650.253051,613.957088,545.474930,474.929988,395.724714,291.922049,196.095385,149.425220,68.327755,0.000000,672.871822,601.794167,547.285427,468.171578,349.647044,318.189310,234.435206,171.217944,125.019770,127.793398,675.772359,631.791388,529.317849,488.328116,398.080864,340.484621,245.459637,205.345452,225.724652,163.642322,727.387077,619.519847,571.963392,502.929995,394.780942,373.694335,303.089883,297.354612,251.609730,240.245280,731.727785,673.061332,613.434003,551.621311,461.257478,436.079271,362.203003,343.722959,305.439430,337.373864,739.461209,687.871577,659.129028,578.806567,524.661765,478.981983,444.485878,444.849594,382.295198,427.798223,822.504268,750.697719,690.849102,650.423429,557.136122,541.567722,508.698145,484.681472,500.847571,503.285102,812.620343,767.628353,725.030292,720.407900,648.780120,604.185656,598.713722,541.521002,535.301796,593.815443
30,237.877044,256.515753,284.614517,316.004022,340.567496,404.998276,498.801031,564.604171,635.719964,693.386646,150.801934,189.238977,208.084693,275.293492,343.415078,389.930964,484.412231,541.799043,617.479561,699.336253,58.746760,81.815784,159.481360,212.264029,277.242153,381.096116,477.198726,523.449832,605.678775,672.871822,0.000000,71.727673,126.038118,204.700564,333.776260,363.508400,472.171879,528.273021,577.804966,677.072058,37.978877,89.241812,194.437313,222.157815,297.831886,379.891461,482.396775,573.572418,599.370342,668.388626,139.135882,200.618106,239.944820,297.393464,363.524386,396.202041,497.610825,594.496411,606.629397,684.106532,231.790892,233.262019,257.985546,344.261286,367.453164,434.951918,525.200213,618.296711,686.488775,740.010731,282.264788,316.832836,338.420694,378.329773,427.259719,471.095712,589.540159,644.975482,672.396345,770.611477,381.868830,416.706657,421.679091,475.366251,510.067247,540.639517,645.151297,686.053949,752.490795,811.706137,452.873072,456.835532,490.681913,534.478279,556.521038,591.736383,658.204589,704.625317,752.300595,863.948048
31,239.309657,231.753898,244.023390,263.417364,274.167515,335.609152,428.437824,493.132257,564.102401,621.872359,165.430941,154.822507,159.015720,209.420006,272.441398,318.288035,412.684559,470.073038,545.770724,627.625417,64.002329,46.125102,99.544334,142.278368,206.070119,310.302229,405.932802,452.377620,534.424461,601.794167,71.727673,0.000000,54.526548,133.843931,266.299478,295.191511,405.333398,459.796144,508.773871,609.325700,86.831004,89.421284,151.037151,168.911095,234.420027,317.692005,417.265844,508.844594,536.225553,602.128816,181.502915,192.846083,216.678460,258.587713,308.400634,340.327976,438.412715,536.155555,545.140424,621.475902,257.172507,240.866551,246.705766,317.108119,323.848932,389.357040,472.152396,563.340642,627.731476,682.028599,302.453173,320.535536,333.956408,355.830117,394.585034,431.400722,544.018460,598.048567,619.446758,717.948276,407.537883,423.897422,417.309846,460.460621,479.876118,507.338419,604.324192,641.360834,706.471123,763.154415,467.713385,463.115922,486.634324,526.198550,536.442913,563.919339,626.286065,664.492044,709.332780,820.263523
32,260.141090,233.137137,230.176145,236.129686,229.554642,286.175414,377.250028,439.931911,510.517730,568.531384,199.133979,154.225135,142.241197,166.821083,220.576066,264.730048,358.596737,415.924664,491.510184,573.369570,109.903073,78.281605,76.972997,94.116295,151.569473,255.898819,351.407039,397.874444,479.898466,547.285427,126.038118,54.526548,0.000000,79.576299,214.260275,242.368485,353.323366,406.581681,455.184184,556.448775,136.083308,117.582779,128.924138,134.213879,186.406161,269.833499,366.496918,458.147978,486.630307,550.222100,220.078266,198.157629,207.473257,233.361715,266.946350,297.758529,392.233104,490.210255,496.758522,572.082907,281.879504,254.166088,245.464116,299.911860,292.354886,354.978680,430.746535,519.920532,581.183399,635.927692,321.974129,327.592435,334.409537,341.385211,370.943284,401.378004,508.174174,560.761802,577.358611,675.752741,428.395832,430.991313,415.782443,449.983628,456.968738,481.615309,571.808124,605.601538,669.396018,723.946703,479.744953,468.853087,484.179492,519.958450,520.896702,541.998183,600.633290,632.174791,674.602126,784.583869
33,313.017756,265.622591,242.253346,225.779295,183.545728,225.074530,309.885252,366.554941,435.768622,494.382305,266.317188,192.897477,162.432135,132.649784,154.238674,191.328259,282.508883,339.438406,414.441296,496.238241,187.528476,153.177136,111.032051,63.989981,72.676858,176.481577,272.578887,318.749273,401.028020,468.171578,204.700564,133.843931,79.576299,0.000000,137.505025,164.128033,275.803919,327.575617,375.843019,477.676704,210.044905,176.592492,125.598232,105.420591,118.936031,199.810433,290.664521,382.091708,411.996754,472.488247,280.489815,221.450355,209.441980,206.822128,208.881012,236.606226,323.302006,420.868012,423.801959,497.488350,323.378152,282.801932,255.135149,281.719341,250.959458,306.290944,369.007405,454.188914,510.516133,565.699652,355.131806,343.721164,340.904327,325.375900,339.299536,358.578156,454.229632,504.038615,513.246843,610.968455,460.068204,443.481099,416.322986,436.298259,424.104792,443.866911,522.268512,550.808929,612.172264,663.289464,498.026878,478.445200,481.552263,510.999172,498.005146,509.062836,561.221698,582.354073,620.833252,728.787266
34,442.557111,382.830521,343.583620,304.652051,216.490293,208.690403,257.213643,284.735087,343.989029,403.031572,402.875047,318.917562,280.225157,204.758692,146.975591,138.062413,194.605563,244.028752,311.810050,390.800984,323.940090,290.369227,242.856085,176.862576,83.023295,74.599026,164.620814,204.288068,286.277080,349.647044,333.776260,266.299478,214.260275,137.505025,0.000000,31.458031,139.100811,194.807365,245.007331,343.324797,330.934024,283.132247,180.869134,139.885030,51.972423,74.551153,153.178362,244.592332,274.763999,335.991794,377.783527,276.441404,236.535537,185.739790,115.246343,128.881849,192.905748,288.346745,287.563539,360.198148,389.431003,334.529111,282.941196,256.865065,186.457972,216.884713,249.261844,326.034864,375.951729,431.338804,405.414661,368.160708,349.850933,297.275632,280.019510,275.560361,344.913070,388.666772,386.561352,482.465150,500.121977,452.609071,407.248955,400.611377,354.573681,364.072688,418.268305,437.498717,494.098198,539.765554,513.381350,480.220833,462.063137,478.654897,441.817472,434.464447,473.241941,476.348554,507.850617,611.437850
35,462.639145,398.952232,355.774625,312.156009,217.174607,198.171239,236.256993,257.506497,314.747561,373.583174,427.118395,338.558428,297.953572,214.872891,144.264983,123.532306,167.780925,215.014200,281.393479,359.915549,351.526670,317.291375,265.479397,196.945589,101.840162,52.279656,134.623494,173.161952,254.946407,318.189310,363.508400,295.191511,242.368485,164.128033,31.458031,0.000000,111.923868,164.771027,214.498739,314.156603,361.609390,314.424510,212.041968,171.016974,81.858236,73.889158,129.382153,219.523278,251.458415,308.371570,409.231719,306.667635,265.164064,210.024318,126.768253,132.804595,179.099235,271.196934,266.244175,336.442180,419.697979,364.085640,310.908855,278.135715,201.809459,223.272319,241.398759,311.898544,356.276265,411.653948,434.416703,394.786454,374.705555,317.004395,293.334849,282.245695,340.498106,381.009488,372.875050,467.095141,527.646237,476.485631,428.697296,417.147697,363.646835,370.010766,415.177715,430.348789,484.361728,527.054539,537.739709,502.772888,481.124733,495.048714,453.201978,441.019706,475.316853,471.957994,500.351250,601.486197
36,571.591952,503.800488,455.560573,405.020769,301.001402,257.057421,252.625302,235.045589,270.113184,323.616739,538.810406,447.539500,405.382668,314.595902,228.078998,184.249507,163.630493,183.094359,225.687092,292.557728,462.885676,428.967908,376.724831,307.138135,212.652049,123.546387,112.849983,119.266811,183.077202,234.435206,472.171879,405.333398,353.323366,275.803919,139.100811,111.923868,0.000000,63.939377,114.590865,205.420892,467.360545,416.228205,305.284575,265.380543,177.153983,107.318306,29.157826,108.645185,142.854435,196.899564,504.594750,388.984256,339.212086,268.603801,160.396810,141.208181,107.219984,177.032877,161.361831,226.399420,499.937306,440.299432,379.504982,318.841755,229.239710,215.913403,180.591881,224.613873,253.224584,307.882134,505.518743,453.543300,425.543963,348.827114,302.418708,268.264026,282.753112,310.586926,284.608636,372.398921,588.234873,519.554898,462.316253,430.939326,351.848996,346.450021,358.113463,359.708043,404.542265,438.286282,581.687994,539.066782,502.866478,505.435646,445.609106,416.158015,433.407843,408.728812,426.775085,519.153664
37,610.954779,537.959665,484.951360,429.284089,322.040256,265.448031,236.984806,199.022917,220.349370,269.780972,585.117841,487.848171,443.878673,346.924243,253.593753,201.830054,148.522529,147.260048,172.757653,232.906412,515.029183,480.137763,422.263801,351.165191,259.693051,159.254232,102.243151,81.879835,124.836380,171.217944,528.273021,459.796144,406.581681,327.575617,194.807365,164.771027,63.939377,0.000000,51.223763,150.312242,525.628310,476.301782,367.326517,326.978629,237.528499,171.191751,75.418732,87.641014,125.352625,150.094055,566.712762,452.634382,403.131096,332.349326,223.743142,202.629923,144.713726,181.946214,150.904028,197.304137,563.794815,504.228132,443.389445,380.626821,290.424271,270.106978,214.395753,233.095304,239.139961,290.307306,569.387341,516.715552,487.960035,408.879773,358.235100,318.171365,311.297793,329.092600,288.443365,365.797521,651.314095,580.406575,521.710537,485.894142,400.027990,390.167012,384.106931,376.214359,412.230917,436.690197,642.449467,598.547841,559.227111,558.604027,493.524745,457.655639,466.240025,429.186042,439.124535,522.279696
38,652.030740,576.321263,520.789261,462.459865,354.697103,291.526174,246.555771,191.808188,195.816740,238.298232,630.044711,529.930361,485.213461,385.719556,290.278100,235.871651,164.989865,144.798070,146.203073,193.362973,562.926763,527.672172,467.346827,395.923378,306.519341,203.608385,128.701429,90.629719,92.781321,125.019770,577.804966,508.773871,455.184184,375.843019,245.007331,214.498739,114.590865,51.223763,0.000000,105.947814,575.940391,527.164256,418.539881,378.161135,288.592030,221.881042,121.391556,92.129059,123.706267,115.059766,617.922076,503.567131,453.639851,381.953363,272.895648,250.026497,179.374627,191.640163,151.534001,176.849325,614.469483,554.669633,493.305789,427.558891,337.062932,311.219902,242.698238,242.130387,229.595988,275.715136,619.205690,565.172411,535.425684,453.971944,399.799066,355.417581,332.648637,342.355350,291.467462,358.253821,699.542541,625.946889,565.848816,526.029161,435.045370,421.753390,402.017899,386.877368,415.262620,431.887779,687.808385,642.619095,600.374133,596.875319,527.628187,486.804495,488.403679,442.049542,445.428417,520.156922
39,757.964628,682.105525,626.036887,566.865443,459.197110,393.379587,337.258191,267.885559,244.297346,265.993022,734.935152,635.742685,591.110986,491.622032,396.008587,341.243895,264.202395,231.062006,199.383348,204.398696,665.189398,630.400372,572.106636,500.822433,409.975524,308.466274,233.335199,191.082780,151.441473,127.793398,677.072058,609.325700,556.448775,477.676704,343.324797,314.156603,205.420892,150.312242,105.947814,0.000000,672.779590,621.295648,508.756213,469.592203,382.425540,307.420593,200.377965,121.065981,122.184332,38.011807,707.305793,586.478362,533.444862,457.576111,349.316298,321.181551,227.386231,188.557633,142.030762,113.113197,694.176634,633.014558,568.934927,491.252786,402.177088,361.393807,268.884595,228.460388,179.243322,209.622657,693.073522,632.764402,599.257239,510.763998,447.436653,393.434659,335.477924,327.202419,259.392818,300.015568,764.839565,681.415505,617.396459,566.192241,464.127572,442.917451,393.136620,363.449692,374.806303,375.496773,741.935086,692.851610,642.071875,630.395323,551.601680,499.784376,485.241467,420.532777,410.241180,466.033430
40,275.823357,292.895831,317.895296,345.281153,360.994846,421.520664,513.293692,575.345981,645.362082,703.700690,188.431951,223.307016,238.127382,296.232167,356.659181,399.926559,492.477320,549.476899,624.439930,706.203678,94.999641,111.675614,184.126030,228.287626,282.391924,384.118890,481.387171,526.715190,609.429350,675.772359,37.978877,86.831004,136.083308,210.044905,330.934024,361.609390,467.360545,525.628310,575.940391,672.779590,0.000000,61.325609,176.212313,208.729650,290.738860,370.580036,475.395263,565.673672,589.658986,662.033797,102.909174,167.534193,211.007421,273.896794,348.585881,381.464764,484.724023,580.433474,595.264381,673.593719,193.857143,196.390534,224.841131,315.183767,345.420989,413.370745,507.556118,601.561879,672.449288,725.191055,244.288324,280.057734,302.942152,347.329684,399.626071,446.257108,567.062532,623.069581,654.086853,751.843764,344.117325,379.265495,385.837742,441.647955,481.001616,512.652309,620.086945,662.806507,729.779590,790.290444,414.934737,419.426013,454.603327,499.089842,523.940231,561.506942,629.284564,679.062986,727.994360,839.778439
41,317.684021,319.821944,333.287295,349.453695,346.415520,398.961798,486.286324,542.131603,610.146405,669.132231,234.769134,243.906321,247.469497,284.338130,329.939547,367.483164,456.179700,512.179855,585.716829,666.969223,131.557442,131.724141,185.239722,210.611644,245.603286,342.450324,440.108550,483.949273,566.755215,631.791388,89.241812,89.421284,117.582779,176.592492,283.132247,314.424510,416.228205,476.301782,527.164256,621.295648,61.325609,0.000000,117.259212,152.777984,239.112033,316.057346,422.212030,511.376486,533.890793,608.750856,104.329773,112.560840,151.003153,212.588143,290.138348,322.999728,427.054229,521.872363,538.322772,617.085122,168.194835,153.237221,169.621432,255.366804,284.227884,352.208424,447.407705,541.681542,613.780675,666.071094,213.044476,234.982473,252.692481,289.087964,339.095365,385.009040,505.763473,561.810677,593.588938,691.165174,318.183513,337.456254,336.355547,387.008793,421.247813,452.322481,558.898801,601.481016,668.460639,729.065487,379.242675,377.130934,405.701149,448.004536,467.501134,502.596271,569.475887,617.971941,666.722871,778.500825
42,386.153945,361.738538,353.324896,347.225664,308.057387,341.024519,415.921714,458.841539,522.136416,581.421447,316.378945,283.003957,266.662750,257.974072,268.373684,291.694278,369.421157,422.269904,492.120011,571.584059,214.045119,194.567681,202.926322,185.639956,171.140689,249.590664,344.765004,385.150064,466.939712,529.317849,194.437313,151.037151,128.924138,125.598232,180.869134,212.041968,305.284575,367.326517,418.539881,508.756213,176.212313,117.259212,0.000000,41.040079,131.240901,201.603619,308.581507,396.223415,417.513911,494.335432,199.391906,101.287579,84.439215,107.581321,172.882348,205.749219,309.853281,404.662108,421.308675,500.222480,211.881399,162.813976,129.536990,170.990309,174.118531,240.995637,331.583351,425.399391,496.606083,549.092701,235.796837,218.289707,215.927737,212.619109,244.295993,280.618125,395.836147,450.894838,478.458489,576.498951,338.322291,317.967282,293.473550,321.902680,330.032810,356.577607,454.024506,492.772582,558.750609,617.384742,372.516606,353.314066,360.342322,393.445249,391.978611,414.660858,475.623392,514.046599,559.925856,671.267252
43,394.242102,360.604192,344.724994,331.196738,281.214648,307.806336,378.986764,419.319089,481.868749,541.123669,331.086683,283.408926,260.824203,236.654585,235.344174,254.513308,329.621180,381.925563,451.343165,530.656742,232.902861,208.267449,200.578641,169.119792,137.024653,209.365899,303.994928,344.145742,425.901266,488.328116,222.157815,168.911095,134.213879,105.420591,139.885030,171.016974,265.380543,326.978629,378.161135,469.592203,208.729650,152.777984,41.040079,0.000000,90.288718,163.341850,269.846048,358.617041,381.332108,456.176968,239.864440,139.172224,110.428342,103.184255,141.395879,174.044272,276.182644,372.537687,386.537190,464.951403,251.309210,199.652069,158.181754,176.612601,158.141007,221.495354,304.059819,396.435767,464.570398,517.904751,272.248519,247.493851,239.561480,220.151028,239.345389,267.184325,375.641521,429.281764,451.442762,549.881570,372.546852,343.433995,312.210186,331.049605,325.217398,348.321329,437.905879,473.076873,537.789186,594.246947,400.373341,376.808357,376.600146,405.578819,394.792690,410.451541,467.139792,498.252732,541.556548,652.085605
44,431.921182,381.073677,349.809635,319.572467,243.727252,249.056219,305.859410,336.510073,395.923562,454.931871,382.941809,310.952961,277.176999,218.455690,181.288769,183.643286,246.354251,295.981471,363.237372,441.685548,295.616522,264.602381,229.899044,172.889360,93.663889,125.843934,216.281526,254.781677,336.058452,398.080864,297.831886,234.420027,186.406161,118.936031,51.972423,81.858236,177.153983,237.528499,288.592030,382.425540,290.738860,239.112033,131.240901,90.288718,0.000000,83.477928,184.841464,275.765145,301.974848,371.360103,329.979716,224.822853,184.655878,137.829544,93.345406,118.413624,206.075491,304.030347,310.804890,387.110288,337.851162,282.596867,231.280444,211.871815,151.820186,195.552107,250.157020,335.652041,394.799041,449.615427,353.445956,317.192929,300.340285,253.861965,245.916625,251.830615,337.651537,386.116469,394.424624,492.302294,448.560345,403.792180,361.084762,360.576392,325.681064,339.855707,407.729102,433.473441,493.908636,544.398940,464.035055,432.661216,418.497047,438.378029,408.634220,408.488204,453.831774,467.322347,503.731986,610.789952
45,511.232933,455.130642,417.678882,379.147686,288.796564,271.912565,303.517684,312.462656,361.038508,417.933350,465.521778,388.615100,351.793914,279.297400,217.026387,196.696244,226.314732,264.719285,321.378122,394.113898,379.090795,347.972292,309.644228,247.409714,156.222140,123.709372,183.520212,210.337536,284.904069,340.484621,379.891461,317.692005,269.833499,199.810433,74.551153,73.889158,107.318306,171.191751,221.881042,307.420593,370.580036,316.057346,201.603619,163.341850,83.477928,0.000000,107.064896,195.342497,219.505360,292.885675,399.890098,281.817940,231.963718,163.125548,60.298971,59.129650,123.491786,221.178939,227.448970,304.264606,392.619897,333.082551,272.965906,220.712096,136.239728,149.745536,175.052217,255.104695,311.514411,366.462298,398.983401,349.687554,324.236853,255.726568,223.623551,208.645480,270.471178,314.236835,314.937312,411.965734,484.368138,422.159849,369.331381,350.036161,290.680868,296.191439,344.153587,362.989047,420.087371,467.087668,484.183065,445.126592,417.153184,427.393016,381.246198,367.250550,401.812623,401.963159,433.358751,537.421406
46,591.822086,526.197072,479.612712,430.573682,327.629587,285.631629,281.407314,260.837710,291.795546,343.470790,555.761299,467.708084,426.469149,338.319934,254.207954,212.147594,192.124876,208.568006,245.753720,308.305104,476.386479,443.289137,394.688615,326.301281,231.219499,148.626933,141.258093,143.380401,199.841291,245.459637,482.396775,417.265844,366.496918,290.664521,153.178362,129.382153,29.157826,75.418732,121.391556,200.377965,475.395263,422.212030,308.581507,269.846048,184.841464,107.064896,0.000000,91.652622,122.094215,186.672917,506.930726,387.169524,335.370053,261.788344,152.483529,128.637167,78.848921,149.480174,137.656766,207.264754,496.456862,435.941487,373.441784,306.271784,215.832954,195.259343,152.198607,196.187915,228.870655,283.983301,499.037987,443.888336,414.050824,333.661470,283.090247,245.151743,254.017844,281.429685,256.494091,345.628909,578.184426,505.368358,446.338270,411.049199,328.076516,320.943807,329.248746,330.561186,375.785720,410.525078,567.358945,523.175752,484.057977,484.410002,421.838221,390.065970,405.420064,379.610226,397.720062,490.706253
