time,packet_type,source,current_node,next_hop,dest,hop_count,path_type
2207.7561815619774,SENSOR_DATA,"[38,1]",38,"[26,3]","[0,254]",,TREE_PARENT
2207.75625567408,SENSOR_DATA,"[38,1]",37,"[26,254]","[0,254]",,TREE_PARENT
2207.940369788305,SENSOR_DATA,"[26,2]",55,"[26,254]","[0,254]",,TREE_PARENT
2208.004171207847,SENSOR_DATA,"[16,1]",26,"[24,2]","[0,254]",,TREE_PARENT
2208.004239156293,SENSOR_DATA,"[16,1]",15,"[24,254]","[0,254]",,TREE_PARENT
2208.1050721245856,SENSOR_DATA,"[52,1]",71,"[52,254]","[0,254]",,TREE_PARENT
2208.1528831334977,SENSOR_DATA,"[52,2]",61,"[52,254]","[0,254]",,TREE_PARENT
2208.3493844721634,SENSOR_DATA,"[79,1]",88,"[68,1]","[0,254]",,TREE_PARENT
2208.349473547217,SENSOR_DATA,"[79,1]",78,"[68,254]","[0,254]",,TREE_PARENT
2208.520844560644,SENSOR_DATA,"[71,2]",81,"[52,3]","[0,254]",,TREE_PARENT
2208.5209326111435,SENSOR_DATA,"[71,2]",70,"[52,254]","[0,254]",,TREE_PARENT
2208.591409970621,SENSOR_DATA,"[3,2]",22,"[0,3]","[0,254]",,MESH_2H
2208.5914821433194,SENSOR_DATA,"[3,2]",11,"[0,254]","[0,254]",,DIRECT
2209.041872285369,SENSOR_DATA,"[32,1]",51,"[32,254]","[0,254]",,TREE_PARENT
2209.287111009958,SENSOR_DATA,"[11,1]",20,"[0,3]","[0,254]",,MESH_2H
2209.287215704409,SENSOR_DATA,"[11,1]",11,"[0,254]","[0,254]",,DIRECT
2209.4419969932446,SENSOR_DATA,"[6,2]",17,"[6,254]","[0,254]",,TREE_PARENT
2209.4420486430945,SENSOR_DATA,"[28,2]",29,"[28,254]","[0,254]",,TREE_PARENT
2209.4528943151645,SENSOR_DATA,"[63,1]",82,"[63,254]","[0,254]",,TREE_PARENT
2209.4829348892736,SENSOR_DATA,"[53,1]",53,"[23,2]","[0,254]",,TREE_PARENT
2209.4830163217957,SENSOR_DATA,"[53,1]",52,"[23,254]","[0,254]",,TREE_PARENT
2209.526387609272,SENSOR_DATA,"[26,1]",46,"[26,254]","[0,254]",,TREE_PARENT
2209.786335505001,SENSOR_DATA,"[86,1]",86,"[65,1]","[0,254]",,TREE_PARENT
