packet_type,source,dest,source_gui,dest_gui,created_at,delivered_at,base_delay,total_delay,tx_time,rx_time,processing_time,num_hops
JOIN_REQUEST,None,"[0,254]",11,1,66.999380,66.999459,0.000079,0.001943,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[0,254]","[255,255]",1,11,66.999459,66.999538,0.000079,0.002263,0.000992,0.000992,0.000200,1
JOIN_ACK,"[0,1]","[0,254]",11,1,66.999538,66.999617,0.000079,0.001843,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,1]","[0,254]",,1,76.999538,76.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[0,254]",0,1,84.741295,84.741385,0.000090,0.001954,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[0,254]","[255,255]",1,0,84.741385,84.741474,0.000090,0.002274,0.000992,0.000992,0.000200,1
JOIN_ACK,"[0,2]","[0,254]",0,1,84.741474,84.741564,0.000090,0.001854,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,1]","[0,254]",,1,86.999538,86.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[0,254]",2,1,87.907693,87.907759,0.000066,0.001930,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[0,254]","[255,255]",1,2,87.907759,87.907825,0.000066,0.002250,0.000992,0.000992,0.000200,1
JOIN_ACK,"[0,3]","[0,254]",2,1,87.907825,87.907891,0.000066,0.001830,0.000832,0.000832,0.000100,1
NETWORK_REQUEST,"[0,1]","[0,254]",11,1,88.607617,88.607696,0.000079,0.002143,0.000832,0.000832,0.000400,2
NETWORK_REPLY,"[0,254]","[0,1]",,11,88.607696,88.607775,0.000079,0.002663,0.000992,0.000992,0.000600,2
SENSOR_DATA,"[0,2]","[0,254]",,1,94.741474,94.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,1]","[0,254]",,1,96.999538,96.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,97.907825,97.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,2]","[0,254]",,1,104.741474,104.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,1]","[0,254]",,1,106.999538,106.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[12,254]",12,11,107.907643,107.907689,0.000046,0.001910,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",11,12,107.907689,107.907735,0.000046,0.002230,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,1]","[12,254]",12,11,107.907735,107.907781,0.000046,0.001810,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,3]","[0,254]",,1,107.907825,107.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[12,254]",22,11,108.607534,108.607617,0.000083,0.001947,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",11,22,108.607617,108.607701,0.000083,0.002267,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,2]","[12,254]",22,11,108.607701,108.607784,0.000083,0.001847,0.000832,0.000832,0.000100,1
CH_TRANSFER,"[0,1]","[12,2]",11,22,109.907781,109.907864,0.000083,0.003427,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[12,2]","[0,1]",22,11,109.907864,109.907948,0.000083,0.003627,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[12,2]","[0,1]",22,11,109.907864,109.907948,0.000083,0.003427,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[0,1]","[0,254]",11,1,109.907948,109.908027,0.000079,0.003623,0.001472,0.001472,0.000600,2
SENSOR_DATA,"[0,2]","[0,254]",,1,114.741474,114.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,1]","[0,254]",,1,116.999538,116.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,117.907825,117.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,2]","[0,254]",,1,118.607701,118.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[12,254]",23,22,122.787165,122.787236,0.000071,0.001935,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",22,23,122.787236,122.787308,0.000071,0.002255,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,1]","[12,254]",23,22,122.787308,122.787379,0.000071,0.001835,0.000832,0.000832,0.000100,1
JOIN_REQUEST,None,"[12,254]",21,22,123.582537,123.582616,0.000080,0.001944,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",22,21,123.582616,123.582696,0.000080,0.002264,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,2]","[12,254]",21,22,123.582696,123.582775,0.000080,0.001844,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,2]","[0,254]",,1,124.741474,124.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[12,254]",32,22,126.964917,126.964994,0.000077,0.001941,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",22,32,126.964994,126.965071,0.000077,0.002261,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,3]","[12,254]",32,22,126.965071,126.965148,0.000077,0.001841,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,1]","[0,254]",,1,126.999538,126.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
JOIN_REQUEST,None,"[12,254]",12,22,127.907643,127.907708,0.000065,0.001929,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[12,254]","[255,255]",22,12,127.907708,127.907773,0.000065,0.002249,0.000992,0.000992,0.000200,1
JOIN_ACK,"[12,4]","[12,254]",12,22,127.907773,127.907839,0.000065,0.001829,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,3]","[0,254]",,1,127.907825,127.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,2]","[0,254]",,1,128.607701,128.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[0,2]","[0,254]",,1,134.741474,134.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,1]","[0,254]",,1,136.999538,136.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,137.907825,137.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,137.907773,137.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,138.607701,138.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[24,254]",13,23,140.598211,140.598287,0.000075,0.001939,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[24,254]","[255,255]",23,13,140.598287,140.598362,0.000075,0.002259,0.000992,0.000992,0.000200,1
JOIN_ACK,"[24,1]","[24,254]",13,23,140.598362,140.598438,0.000075,0.001839,0.000832,0.000832,0.000100,1
JOIN_REQUEST,None,"[22,254]",30,21,140.781524,140.781606,0.000082,0.001946,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[22,254]","[255,255]",21,30,140.781606,140.781688,0.000082,0.002266,0.000992,0.000992,0.000200,1
JOIN_ACK,"[22,1]","[22,254]",30,21,140.781688,140.781770,0.000082,0.001846,0.000832,0.000832,0.000100,1
JOIN_REQUEST,None,"[24,254]",33,23,142.098102,142.098166,0.000064,0.001928,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[24,254]","[255,255]",23,33,142.098166,142.098230,0.000064,0.002248,0.000992,0.000992,0.000200,1
JOIN_ACK,"[24,2]","[24,254]",33,23,142.098230,142.098294,0.000064,0.001828,0.000832,0.000832,0.000100,1
CH_TRANSFER,"[12,1]","[24,1]",23,13,142.598438,142.598513,0.000075,0.003419,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[24,1]","[12,1]",13,23,142.598513,142.598588,0.000075,0.003619,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[24,1]","[12,1]",13,23,142.598513,142.598588,0.000075,0.003419,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[12,1]","[12,2]",23,22,142.598588,142.598660,0.000071,0.003615,0.001472,0.001472,0.000600,2
NETWORK_UPDATE,"[12,2]","[0,1]",22,11,142.598660,142.598743,0.000083,0.003627,0.001472,0.001472,0.000600,2
CH_TRANSFER,"[12,2]","[22,1]",21,30,142.781770,142.781852,0.000082,0.003426,0.001472,0.001472,0.000400,2
SENSOR_DATA,"[12,1]","[0,254]",,1,142.787308,142.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
JOIN_REQUEST,None,"[22,254]",31,21,143.648669,143.648715,0.000046,0.001910,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[22,254]","[255,255]",21,31,143.648715,143.648761,0.000046,0.002230,0.000992,0.000992,0.000200,1
JOIN_ACK,"[22,2]","[22,254]",31,21,143.648761,143.648807,0.000046,0.001810,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,2]","[0,254]",,1,144.741474,144.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,146.965071,146.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,146.999538,146.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,147.907825,147.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,147.907773,147.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
NETWORK_REQUEST,"[0,3]","[0,254]",2,1,148.527583,148.527649,0.000066,0.002130,0.000832,0.000832,0.000400,2
NETWORK_REPLY,"[0,254]","[0,3]",,2,148.527649,148.527715,0.000066,0.002650,0.000992,0.000992,0.000600,2
SENSOR_DATA,"[12,2]","[0,254]",,1,148.607701,148.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[24,254]",4,13,149.896899,149.896964,0.000065,0.001929,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[24,254]","[255,255]",13,4,149.896964,149.897029,0.000065,0.002249,0.000992,0.000992,0.000200,1
JOIN_ACK,"[24,1]","[24,254]",4,13,149.897029,149.897095,0.000065,0.001829,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[24,1]","[0,254]",,1,150.598362,150.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
NETWORK_REQUEST,"[0,2]","[0,254]",0,1,152.081497,152.081586,0.000090,0.002154,0.000832,0.000832,0.000400,2
NETWORK_REPLY,"[0,254]","[0,2]",,0,152.081586,152.081676,0.000090,0.002674,0.000992,0.000992,0.000600,2
JOIN_REQUEST,None,"[31,254]",40,30,152.595767,152.595805,0.000038,0.001902,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[31,254]","[255,255]",30,40,152.595805,152.595843,0.000038,0.002222,0.000992,0.000992,0.000200,1
JOIN_ACK,"[31,1]","[31,254]",40,30,152.595843,152.595881,0.000038,0.001802,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[12,1]","[0,254]",,1,152.787308,152.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
JOIN_REQUEST,None,"[22,254]",20,21,153.880233,153.880269,0.000037,0.001901,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[22,254]","[255,255]",21,20,153.880269,153.880306,0.000037,0.002221,0.000992,0.000992,0.000200,1
JOIN_ACK,"[22,3]","[22,254]",20,21,153.880306,153.880342,0.000037,0.001801,0.000832,0.000832,0.000100,1
CH_TRANSFER,"[22,1]","[31,1]",30,40,154.595881,154.595919,0.000038,0.003382,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[31,1]","[22,1]",40,30,154.595919,154.595957,0.000038,0.003582,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[31,1]","[22,1]",40,30,154.595919,154.595957,0.000038,0.003382,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[22,1]","[12,2]",30,21,154.595957,154.596039,0.000082,0.003626,0.001472,0.001472,0.000600,2
SENSOR_DATA,"[0,2]","[0,254]",,1,154.741474,154.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,156.965071,156.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,156.999538,156.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,157.907825,157.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,157.907773,157.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,158.607701,158.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,160.598362,160.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
JOIN_REQUEST,None,"[31,254]",41,40,162.393622,162.393683,0.000061,0.001925,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[31,254]","[255,255]",40,41,162.393683,162.393744,0.000061,0.002245,0.000992,0.000992,0.000200,1
JOIN_ACK,"[31,1]","[31,254]",41,40,162.393744,162.393806,0.000061,0.001825,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[12,1]","[0,254]",,1,162.787308,162.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,2]","[0,254]",,1,164.741474,164.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,166.965071,166.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,166.999538,166.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,167.907825,167.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,167.907773,167.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[3,254]",3,2,168.527517,168.527583,0.000066,0.001930,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[3,254]","[255,255]",2,3,168.527583,168.527649,0.000066,0.002250,0.000992,0.000992,0.000200,1
JOIN_ACK,"[3,1]","[3,254]",3,2,168.527649,168.527715,0.000066,0.001830,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[12,2]","[0,254]",,1,168.607701,168.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
CH_TRANSFER,"[0,3]","[3,1]",2,3,170.527715,170.527781,0.000066,0.003410,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[3,1]","[0,3]",3,2,170.527781,170.527847,0.000066,0.003610,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[3,1]","[0,3]",3,2,170.527781,170.527847,0.000066,0.003410,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[0,3]","[0,254]",2,1,170.527847,170.527913,0.000066,0.003610,0.001472,0.001472,0.000600,2
SENSOR_DATA,"[24,1]","[0,254]",,1,170.598362,170.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
JOIN_REQUEST,None,"[1,254]",10,0,172.081407,172.081497,0.000089,0.001953,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[1,254]","[255,255]",0,10,172.081497,172.081586,0.000089,0.002273,0.000992,0.000992,0.000200,1
JOIN_ACK,"[1,1]","[1,254]",10,0,172.081586,172.081675,0.000089,0.001853,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[12,1]","[0,254]",,1,172.787308,172.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
JOIN_REQUEST,None,"[5,254]",14,4,173.546385,173.546459,0.000074,0.001938,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[5,254]","[255,255]",4,14,173.546459,173.546533,0.000074,0.002258,0.000992,0.000992,0.000200,1
JOIN_ACK,"[5,1]","[5,254]",14,4,173.546533,173.546607,0.000074,0.001838,0.000832,0.000832,0.000100,1
CH_TRANSFER,"[0,2]","[1,1]",0,10,174.081675,174.081765,0.000089,0.003433,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[1,1]","[0,2]",10,0,174.081765,174.081854,0.000089,0.003633,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[1,1]","[0,2]",10,0,174.081765,174.081854,0.000089,0.003433,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[0,2]","[0,254]",0,1,174.081854,174.081944,0.000090,0.003634,0.001472,0.001472,0.000600,2
SENSOR_DATA,"[0,2]","[0,254]",,1,174.741474,174.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
CH_TRANSFER,"[24,1]","[5,1]",4,14,175.546607,175.546681,0.000074,0.003418,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[5,1]","[24,1]",14,4,175.546681,175.546755,0.000074,0.003618,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[5,1]","[24,1]",14,4,175.546681,175.546755,0.000074,0.003418,0.001472,0.001472,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,176.965071,176.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,176.999538,176.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,177.907825,177.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,177.907773,177.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,178.527649,178.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,178.607701,178.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[5,254]",15,14,179.755021,179.755077,0.000056,0.001920,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[5,254]","[255,255]",14,15,179.755077,179.755133,0.000056,0.002240,0.000992,0.000992,0.000200,1
JOIN_ACK,"[5,1]","[5,254]",15,14,179.755133,179.755189,0.000056,0.001820,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[24,1]","[0,254]",,1,180.598362,180.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[1,1]","[0,254]",,1,182.081586,182.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
NETWORK_REQUEST,"[12,3]","[0,254]",32,1,182.098181,182.098421,0.000239,0.002703,0.000832,0.000832,0.000800,4
NETWORK_REPLY,"[0,254]","[12,3]",,32,182.098421,182.098660,0.000239,0.003423,0.000992,0.000992,0.001200,4
JOIN_REQUEST,None,"[33,254]",33,32,182.598588,182.598668,0.000080,0.001944,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[33,254]","[255,255]",32,33,182.598668,182.598748,0.000080,0.002264,0.000992,0.000992,0.000200,1
JOIN_ACK,"[33,1]","[33,254]",33,32,182.598748,182.598827,0.000080,0.001844,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[12,1]","[0,254]",,1,182.787308,182.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
CH_TRANSFER,"[12,3]","[33,1]",32,33,184.598827,184.598907,0.000080,0.003424,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[33,1]","[12,3]",33,32,184.598907,184.598986,0.000080,0.003624,0.001472,0.001472,0.000600,2
CH_TRANSFER_ACK,"[33,1]","[12,3]",33,32,184.598907,184.598986,0.000080,0.003424,0.001472,0.001472,0.000400,2
NETWORK_UPDATE,"[12,3]","[12,2]",32,22,184.598986,184.599063,0.000077,0.003621,0.001472,0.001472,0.000600,2
NETWORK_UPDATE,"[12,2]","[0,1]",22,11,184.599063,184.599147,0.000083,0.003627,0.001472,0.001472,0.000600,2
SENSOR_DATA,"[0,2]","[0,254]",,1,184.741474,184.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,186.965071,186.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,186.999538,186.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,187.907825,187.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,187.907773,187.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,188.527649,188.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,188.607701,188.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,190.598362,190.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
JOIN_REQUEST,None,"[5,254]",5,14,191.378452,191.378525,0.000073,0.001937,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[5,254]","[255,255]",14,5,191.378525,191.378598,0.000073,0.002257,0.000992,0.000992,0.000200,1
JOIN_ACK,"[5,2]","[5,254]",5,14,191.378598,191.378670,0.000073,0.001837,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[1,1]","[0,254]",,1,192.081586,192.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[33,1]","[0,254]",,1,192.598748,192.599067,0.000319,0.005543,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[12,1]","[0,254]",,1,192.787308,192.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
JOIN_REQUEST,None,"[33,254]",24,33,194.711987,194.712060,0.000073,0.001937,0.000832,0.000832,0.000200,1
JOIN_REPLY,"[33,254]","[255,255]",33,24,194.712060,194.712133,0.000073,0.002257,0.000992,0.000992,0.000200,1
JOIN_ACK,"[33,1]","[33,254]",24,33,194.712133,194.712205,0.000073,0.001837,0.000832,0.000832,0.000100,1
SENSOR_DATA,"[0,2]","[0,254]",,1,194.741474,194.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,196.965071,196.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,196.999538,196.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,197.907825,197.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,197.907773,197.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,198.527649,198.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,198.607701,198.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,200.598362,200.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[1,1]","[0,254]",,1,202.081586,202.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[33,1]","[0,254]",,1,202.598748,202.599067,0.000319,0.005543,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[12,1]","[0,254]",,1,202.787308,202.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,2]","[0,254]",,1,204.741474,204.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,206.965071,206.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,206.999538,206.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,207.907825,207.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,207.907773,207.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,208.527649,208.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,208.607701,208.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,210.598362,210.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[1,1]","[0,254]",,1,212.081586,212.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[33,1]","[0,254]",,1,212.598748,212.599067,0.000319,0.005543,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[12,1]","[0,254]",,1,212.787308,212.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,2]","[0,254]",,1,214.741474,214.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,216.965071,216.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,216.999538,216.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,217.907825,217.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,217.907773,217.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,218.527649,218.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,218.607701,218.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,220.598362,220.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[1,1]","[0,254]",,1,222.081586,222.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[33,1]","[0,254]",,1,222.598748,222.599067,0.000319,0.005543,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[12,1]","[0,254]",,1,222.787308,222.787542,0.000234,0.005258,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,2]","[0,254]",,1,224.741474,224.741564,0.000090,0.004714,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,3]","[0,254]",,1,226.965071,226.965310,0.000239,0.005263,0.002112,0.002112,0.000800,4
SENSOR_DATA,"[0,1]","[0,254]",,1,226.999538,226.999617,0.000079,0.004703,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[0,3]","[0,254]",,1,227.907825,227.907891,0.000066,0.004690,0.002112,0.002112,0.000400,2
SENSOR_DATA,"[12,4]","[0,254]",,1,227.907773,227.907899,0.000125,0.004949,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[3,1]","[0,254]",,1,228.527649,228.527781,0.000132,0.004956,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[12,2]","[0,254]",,1,228.607701,228.607863,0.000162,0.004986,0.002112,0.002112,0.000600,3
SENSOR_DATA,"[24,1]","[0,254]",,1,230.598362,230.598671,0.000309,0.005533,0.002112,0.002112,0.001000,5
SENSOR_DATA,"[1,1]","[0,254]",,1,232.081586,232.081765,0.000179,0.005003,0.002112,0.002112,0.000600,3
JOIN_REQUEST,None,"[25,254]",34,24,232.582597,232.582680,0.000083,0.001947,0.000832,0.000832,0.000200,1
